"","parents","has_nurs","form","children","housing","finance","social","health","class"
"33","great_pret","less_proper","incomplete","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"34","great_pret","critical","completed","more","less_conv","inconv","problematic","recommended","priority"
"35","great_pret","proper","completed","more","less_conv","convenient","nonprob","priority","spec_prior"
"36","great_pret","very_crit","completed","more","critical","convenient","slightly_prob","not_recom","not_recom"
"37","pretentious","less_proper","completed","3","convenient","inconv","problematic","recommended","priority"
"38","pretentious","critical","foster","2","convenient","inconv","problematic","priority","spec_prior"
"39","great_pret","very_crit","complete","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"40","usual","less_proper","complete","3","convenient","inconv","slightly_prob","recommended","priority"
"41","usual","less_proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"42","usual","proper","incomplete","more","convenient","inconv","slightly_prob","recommended","priority"
"43","pretentious","critical","foster","more","convenient","convenient","problematic","priority","spec_prior"
"44","pretentious","critical","foster","more","critical","inconv","slightly_prob","recommended","spec_prior"
"45","great_pret","very_crit","foster","more","less_conv","convenient","problematic","priority","spec_prior"
"46","usual","improper","incomplete","3","less_conv","inconv","nonprob","not_recom","not_recom"
"47","usual","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"48","pretentious","very_crit","completed","1","convenient","inconv","slightly_prob","priority","spec_prior"
"49","usual","very_crit","complete","3","convenient","convenient","nonprob","priority","priority"
"50","pretentious","less_proper","completed","more","critical","convenient","slightly_prob","recommended","priority"
"51","great_pret","improper","incomplete","2","less_conv","convenient","nonprob","not_recom","not_recom"
"52","great_pret","proper","foster","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"53","great_pret","less_proper","foster","1","less_conv","convenient","problematic","not_recom","not_recom"
"54","usual","improper","foster","more","critical","convenient","slightly_prob","not_recom","not_recom"
"55","pretentious","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"56","usual","critical","foster","2","convenient","inconv","nonprob","priority","spec_prior"
"57","great_pret","very_crit","foster","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"58","usual","less_proper","incomplete","2","convenient","convenient","nonprob","recommended","priority"
"59","pretentious","improper","incomplete","1","convenient","convenient","nonprob","recommended","very_recom"
"60","great_pret","very_crit","foster","more","less_conv","convenient","problematic","recommended","spec_prior"
"61","great_pret","very_crit","incomplete","more","critical","inconv","slightly_prob","priority","spec_prior"
"62","pretentious","very_crit","foster","2","less_conv","inconv","problematic","priority","spec_prior"
"63","pretentious","very_crit","complete","3","critical","convenient","problematic","not_recom","not_recom"
"64","usual","critical","foster","3","convenient","inconv","nonprob","not_recom","not_recom"
"65","pretentious","improper","incomplete","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"66","pretentious","improper","incomplete","2","convenient","inconv","nonprob","not_recom","not_recom"
"67","usual","less_proper","complete","3","critical","convenient","problematic","recommended","priority"
"68","usual","improper","complete","1","convenient","convenient","slightly_prob","priority","priority"
"69","pretentious","critical","foster","more","critical","inconv","problematic","not_recom","not_recom"
"70","usual","improper","foster","more","convenient","inconv","problematic","not_recom","not_recom"
"71","usual","less_proper","complete","2","critical","convenient","problematic","recommended","priority"
"72","pretentious","improper","incomplete","more","convenient","inconv","nonprob","priority","not_recom"
"73","usual","proper","incomplete","3","less_conv","convenient","nonprob","priority","priority"
"74","pretentious","critical","incomplete","1","less_conv","convenient","slightly_prob","not_recom","not_recom"
"75","great_pret","less_proper","foster","3","convenient","inconv","problematic","priority","spec_prior"
"76","great_pret","less_proper","foster","more","convenient","inconv","problematic","priority","spec_prior"
"77","great_pret","very_crit","complete","more","critical","convenient","problematic","priority","spec_prior"
"78","usual","less_proper","completed","1","convenient","inconv","slightly_prob","priority","priority"
"79","usual","critical","complete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"80","usual","very_crit","complete","3","convenient","inconv","nonprob","priority","spec_prior"
"81","usual","proper","completed","more","convenient","inconv","problematic","recommended","priority"
"82","usual","less_proper","completed","1","convenient","convenient","nonprob","not_recom","not_recom"
"83","usual","less_proper","completed","3","less_conv","inconv","nonprob","priority","priority"
"84","pretentious","improper","complete","3","convenient","inconv","nonprob","priority","priority"
"85","usual","critical","complete","3","convenient","inconv","problematic","priority","spec_prior"
"86","great_pret","improper","completed","1","critical","convenient","nonprob","not_recom","not_recom"
"87","great_pret","less_proper","completed","1","convenient","inconv","nonprob","recommended","priority"
"88","usual","very_crit","incomplete","1","critical","convenient","slightly_prob","not_recom","not_recom"
"89","great_pret","very_crit","foster","3","less_conv","inconv","problematic","priority","spec_prior"
"90","pretentious","improper","completed","more","convenient","inconv","problematic","recommended","spec_prior"
"91","pretentious","very_crit","foster","more","critical","inconv","problematic","priority","spec_prior"
"92","usual","less_proper","complete","3","critical","convenient","slightly_prob","not_recom","not_recom"
"93","usual","less_proper","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
"94","usual","very_crit","incomplete","more","critical","convenient","slightly_prob","not_recom","not_recom"
"95","usual","proper","foster","more","convenient","convenient","nonprob","recommended","priority"
"96","usual","very_crit","completed","3","convenient","convenient","problematic","recommended","priority"
"97","usual","critical","foster","1","critical","inconv","slightly_prob","priority","spec_prior"
"98","great_pret","very_crit","incomplete","more","critical","convenient","problematic","priority","spec_prior"
"99","usual","proper","completed","3","convenient","inconv","nonprob","recommended","priority"
"100","pretentious","proper","complete","3","less_conv","convenient","nonprob","recommended","very_recom"
"101","great_pret","less_proper","complete","more","critical","convenient","problematic","not_recom","not_recom"
"102","usual","less_proper","complete","1","convenient","inconv","problematic","priority","priority"
"103","great_pret","very_crit","foster","more","critical","inconv","problematic","not_recom","not_recom"
"104","usual","critical","foster","more","critical","inconv","problematic","recommended","spec_prior"
"105","great_pret","very_crit","completed","more","critical","convenient","slightly_prob","recommended","spec_prior"
"106","usual","proper","incomplete","2","less_conv","inconv","nonprob","priority","priority"
"107","great_pret","improper","complete","more","less_conv","inconv","problematic","priority","spec_prior"
"108","great_pret","proper","foster","more","less_conv","inconv","slightly_prob","recommended","priority"
"109","great_pret","improper","complete","more","less_conv","inconv","problematic","priority","spec_prior"
"110","great_pret","improper","incomplete","2","convenient","inconv","problematic","not_recom","not_recom"
"111","pretentious","improper","foster","1","convenient","inconv","slightly_prob","not_recom","not_recom"
"112","usual","very_crit","complete","3","convenient","convenient","problematic","priority","spec_prior"
"113","usual","less_proper","complete","3","critical","convenient","nonprob","priority","priority"
"114","great_pret","very_crit","foster","3","less_conv","inconv","nonprob","priority","spec_prior"
"115","pretentious","very_crit","complete","3","critical","inconv","nonprob","not_recom","not_recom"
"116","great_pret","proper","foster","3","less_conv","inconv","nonprob","recommended","priority"
"117","pretentious","critical","foster","more","critical","inconv","slightly_prob","not_recom","not_recom"
"118","great_pret","very_crit","complete","3","less_conv","convenient","problematic","recommended","priority"
"119","pretentious","critical","incomplete","1","convenient","convenient","nonprob","recommended","priority"
"120","pretentious","critical","complete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"121","great_pret","very_crit","foster","more","critical","inconv","problematic","priority","spec_prior"
"122","usual","improper","completed","3","convenient","convenient","problematic","recommended","priority"
"123","usual","critical","foster","more","critical","inconv","slightly_prob","not_recom","not_recom"
"124","great_pret","improper","foster","more","less_conv","inconv","problematic","recommended","spec_prior"
"125","great_pret","improper","foster","more","less_conv","convenient","problematic","recommended","spec_prior"
"126","great_pret","very_crit","complete","more","critical","convenient","slightly_prob","priority","spec_prior"
"127","pretentious","proper","foster","3","convenient","inconv","nonprob","recommended","priority"
"128","pretentious","proper","incomplete","2","less_conv","convenient","nonprob","priority","priority"
"129","pretentious","improper","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"130","pretentious","less_proper","completed","more","convenient","inconv","slightly_prob","recommended","priority"
"131","great_pret","proper","completed","1","less_conv","convenient","problematic","not_recom","not_recom"
"132","great_pret","very_crit","foster","more","less_conv","inconv","nonprob","recommended","spec_prior"
"133","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"134","usual","less_proper","completed","more","critical","inconv","slightly_prob","priority","priority"
"135","great_pret","critical","completed","2","convenient","inconv","problematic","not_recom","not_recom"
"136","pretentious","very_crit","incomplete","1","critical","inconv","nonprob","not_recom","not_recom"
"137","usual","proper","incomplete","1","convenient","convenient","nonprob","priority","priority"
"138","great_pret","improper","incomplete","more","less_conv","inconv","nonprob","priority","spec_prior"
"139","great_pret","improper","incomplete","more","less_conv","inconv","problematic","priority","spec_prior"
"140","usual","less_proper","complete","3","critical","inconv","slightly_prob","priority","priority"
"141","usual","improper","complete","3","convenient","inconv","problematic","not_recom","not_recom"
"142","great_pret","very_crit","complete","more","less_conv","convenient","problematic","priority","spec_prior"
"143","great_pret","very_crit","incomplete","more","less_conv","inconv","problematic","not_recom","not_recom"
"144","great_pret","very_crit","foster","more","convenient","inconv","nonprob","priority","spec_prior"
"145","usual","very_crit","foster","more","critical","inconv","problematic","recommended","spec_prior"
"146","great_pret","proper","foster","more","critical","convenient","slightly_prob","priority","spec_prior"
"147","usual","less_proper","completed","more","convenient","convenient","slightly_prob","recommended","priority"
"148","great_pret","proper","completed","3","less_conv","inconv","problematic","priority","priority"
"149","great_pret","very_crit","completed","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"150","usual","very_crit","complete","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"151","usual","less_proper","incomplete","1","convenient","convenient","nonprob","recommended","priority"
"152","usual","proper","completed","3","less_conv","convenient","problematic","recommended","priority"
"153","great_pret","proper","incomplete","2","less_conv","convenient","nonprob","not_recom","not_recom"
"154","great_pret","very_crit","completed","more","critical","inconv","problematic","not_recom","not_recom"
"155","pretentious","improper","completed","1","less_conv","convenient","nonprob","not_recom","not_recom"
"156","pretentious","proper","foster","3","convenient","inconv","nonprob","priority","priority"
"157","great_pret","less_proper","complete","1","less_conv","convenient","slightly_prob","recommended","priority"
"158","pretentious","improper","incomplete","1","less_conv","convenient","slightly_prob","recommended","priority"
"159","great_pret","very_crit","completed","more","less_conv","inconv","problematic","priority","spec_prior"
"160","great_pret","proper","completed","1","convenient","convenient","nonprob","priority","priority"
"161","great_pret","very_crit","foster","more","critical","inconv","problematic","priority","spec_prior"
"162","great_pret","very_crit","foster","more","critical","inconv","problematic","not_recom","not_recom"
"163","great_pret","very_crit","foster","1","less_conv","convenient","problematic","not_recom","not_recom"
"164","usual","improper","completed","1","convenient","convenient","slightly_prob","recommended","very_recom"
"165","great_pret","critical","complete","more","critical","convenient","slightly_prob","priority","spec_prior"
"166","pretentious","very_crit","complete","3","critical","convenient","problematic","not_recom","not_recom"
"167","usual","critical","complete","3","convenient","convenient","problematic","priority","priority"
"168","usual","proper","incomplete","more","convenient","inconv","nonprob","recommended","priority"
"169","great_pret","very_crit","foster","3","critical","inconv","slightly_prob","priority","spec_prior"
"170","pretentious","improper","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"171","pretentious","very_crit","completed","more","critical","convenient","problematic","not_recom","not_recom"
"172","great_pret","critical","foster","1","critical","convenient","problematic","recommended","spec_prior"
"173","great_pret","very_crit","incomplete","more","critical","convenient","problematic","priority","spec_prior"
"174","usual","less_proper","incomplete","2","less_conv","convenient","problematic","priority","priority"
"175","pretentious","less_proper","incomplete","1","convenient","convenient","nonprob","recommended","priority"
"176","great_pret","critical","incomplete","more","less_conv","inconv","problematic","priority","spec_prior"
"177","usual","improper","foster","1","convenient","convenient","nonprob","recommended","priority"
"178","usual","less_proper","completed","3","critical","inconv","problematic","priority","priority"
"179","usual","very_crit","complete","3","less_conv","convenient","slightly_prob","not_recom","not_recom"
"180","usual","improper","completed","3","convenient","convenient","slightly_prob","recommended","priority"
"181","pretentious","proper","foster","3","convenient","inconv","nonprob","recommended","priority"
"182","usual","less_proper","incomplete","1","less_conv","convenient","nonprob","recommended","priority"
"183","usual","less_proper","complete","3","critical","convenient","problematic","recommended","priority"
"184","pretentious","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"185","great_pret","less_proper","incomplete","3","less_conv","convenient","problematic","recommended","spec_prior"
"186","great_pret","proper","incomplete","3","less_conv","convenient","nonprob","priority","priority"
"187","usual","less_proper","completed","more","critical","inconv","slightly_prob","priority","priority"
"188","great_pret","very_crit","incomplete","3","less_conv","convenient","slightly_prob","not_recom","not_recom"
"189","pretentious","very_crit","foster","1","critical","convenient","slightly_prob","recommended","priority"
"190","great_pret","less_proper","completed","more","convenient","inconv","slightly_prob","priority","priority"
"191","usual","less_proper","incomplete","2","less_conv","convenient","slightly_prob","recommended","priority"
"192","usual","less_proper","completed","1","convenient","convenient","slightly_prob","not_recom","not_recom"
"193","great_pret","proper","incomplete","more","convenient","convenient","nonprob","not_recom","not_recom"
"194","pretentious","very_crit","foster","more","critical","inconv","problematic","priority","spec_prior"
"195","pretentious","very_crit","completed","2","convenient","inconv","problematic","recommended","spec_prior"
"196","pretentious","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"197","great_pret","less_proper","complete","1","critical","convenient","slightly_prob","not_recom","not_recom"
"198","usual","very_crit","complete","3","critical","convenient","nonprob","priority","spec_prior"
"199","pretentious","improper","incomplete","3","less_conv","inconv","nonprob","priority","spec_prior"
"200","pretentious","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"201","pretentious","very_crit","incomplete","2","less_conv","inconv","slightly_prob","not_recom","not_recom"
"202","pretentious","improper","incomplete","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"203","usual","less_proper","completed","1","convenient","convenient","slightly_prob","recommended","very_recom"
"204","pretentious","improper","completed","2","critical","inconv","problematic","recommended","not_recom"
"205","great_pret","proper","complete","1","convenient","convenient","slightly_prob","priority","priority"
"206","usual","critical","foster","1","less_conv","convenient","nonprob","recommended","priority"
"207","usual","less_proper","incomplete","1","critical","convenient","nonprob","recommended","priority"
"208","pretentious","very_crit","complete","more","less_conv","convenient","problematic","priority","spec_prior"
"209","great_pret","improper","complete","3","less_conv","convenient","problematic","priority","spec_prior"
"210","usual","critical","completed","1","less_conv","convenient","slightly_prob","priority","priority"
"211","usual","improper","complete","3","less_conv","convenient","problematic","not_recom","not_recom"
"212","great_pret","very_crit","completed","2","convenient","convenient","slightly_prob","priority","spec_prior"
"213","usual","very_crit","complete","more","critical","convenient","problematic","not_recom","not_recom"
"214","pretentious","improper","incomplete","1","less_conv","inconv","nonprob","recommended","very_recom"
"215","usual","less_proper","foster","1","critical","convenient","slightly_prob","recommended","priority"
"216","great_pret","very_crit","foster","more","critical","convenient","problematic","recommended","spec_prior"
"217","usual","proper","complete","3","convenient","convenient","nonprob","priority","priority"
"218","usual","less_proper","complete","more","critical","convenient","nonprob","not_recom","not_recom"
"219","great_pret","proper","foster","3","less_conv","inconv","problematic","priority","spec_prior"
"220","usual","less_proper","incomplete","more","critical","inconv","slightly_prob","recommended","priority"
"221","pretentious","proper","complete","1","convenient","convenient","nonprob","priority","priority"
"222","great_pret","very_crit","incomplete","more","convenient","inconv","problematic","priority","spec_prior"
"223","usual","improper","complete","more","convenient","convenient","slightly_prob","priority","priority"
"224","usual","proper","completed","3","convenient","inconv","nonprob","priority","priority"
"225","great_pret","less_proper","foster","3","convenient","inconv","problematic","recommended","priority"
"226","usual","very_crit","completed","3","less_conv","convenient","problematic","recommended","priority"
"227","usual","very_crit","incomplete","2","less_conv","inconv","problematic","priority","spec_prior"
"228","great_pret","very_crit","incomplete","1","less_conv","convenient","nonprob","not_recom","not_recom"
"229","pretentious","very_crit","foster","more","critical","inconv","nonprob","priority","spec_prior"
"230","pretentious","critical","foster","1","critical","inconv","nonprob","priority","spec_prior"
"231","great_pret","proper","incomplete","3","critical","inconv","problematic","not_recom","not_recom"
"232","usual","improper","completed","3","convenient","convenient","nonprob","recommended","priority"
"233","pretentious","improper","incomplete","2","critical","convenient","nonprob","not_recom","not_recom"
"234","usual","less_proper","completed","more","convenient","convenient","nonprob","recommended","priority"
"235","usual","very_crit","completed","3","critical","inconv","problematic","not_recom","not_recom"
"236","pretentious","proper","incomplete","3","convenient","inconv","slightly_prob","recommended","priority"
"237","pretentious","proper","completed","more","convenient","convenient","slightly_prob","recommended","priority"
"238","usual","less_proper","complete","3","convenient","convenient","nonprob","priority","priority"
"239","usual","very_crit","incomplete","2","critical","inconv","problematic","not_recom","not_recom"
"240","pretentious","improper","complete","more","critical","inconv","slightly_prob","not_recom","not_recom"
"241","great_pret","less_proper","foster","1","critical","inconv","slightly_prob","not_recom","not_recom"
"242","usual","less_proper","complete","3","convenient","inconv","nonprob","priority","priority"
"243","great_pret","very_crit","incomplete","more","less_conv","convenient","problematic","not_recom","not_recom"
"244","great_pret","very_crit","completed","2","critical","convenient","problematic","not_recom","not_recom"
"245","usual","less_proper","completed","1","convenient","inconv","problematic","recommended","priority"
"246","usual","very_crit","foster","more","convenient","inconv","problematic","priority","spec_prior"
"247","usual","improper","complete","more","less_conv","convenient","problematic","recommended","spec_prior"
"248","great_pret","proper","incomplete","2","convenient","convenient","nonprob","priority","priority"
"249","pretentious","improper","incomplete","2","convenient","inconv","nonprob","not_recom","not_recom"
"250","pretentious","very_crit","foster","more","convenient","inconv","problematic","recommended","spec_prior"
"251","great_pret","proper","incomplete","3","less_conv","convenient","nonprob","recommended","priority"
"252","usual","less_proper","complete","1","convenient","convenient","nonprob","recommended","very_recom"
"253","great_pret","very_crit","complete","more","critical","inconv","problematic","priority","spec_prior"
"254","great_pret","improper","incomplete","3","convenient","inconv","nonprob","not_recom","not_recom"
"255","great_pret","very_crit","completed","3","less_conv","convenient","slightly_prob","recommended","spec_prior"
"256","usual","less_proper","completed","1","less_conv","convenient","problematic","recommended","priority"
"257","usual","very_crit","complete","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"258","pretentious","improper","incomplete","2","convenient","inconv","nonprob","recommended","very_recom"
"259","usual","less_proper","complete","1","less_conv","convenient","slightly_prob","not_recom","not_recom"
"260","usual","less_proper","completed","3","convenient","convenient","slightly_prob","recommended","priority"
"261","great_pret","less_proper","incomplete","more","critical","convenient","slightly_prob","not_recom","not_recom"
"262","pretentious","improper","completed","2","less_conv","inconv","slightly_prob","not_recom","not_recom"
"263","great_pret","very_crit","foster","more","less_conv","inconv","problematic","not_recom","not_recom"
"264","usual","less_proper","completed","1","convenient","inconv","slightly_prob","recommended","priority"
"265","great_pret","less_proper","foster","1","less_conv","convenient","slightly_prob","priority","priority"
"266","pretentious","less_proper","complete","3","convenient","convenient","problematic","recommended","priority"
"267","great_pret","proper","foster","more","less_conv","inconv","problematic","not_recom","not_recom"
"268","pretentious","very_crit","foster","3","critical","convenient","problematic","priority","spec_prior"
"269","usual","less_proper","complete","2","convenient","convenient","problematic","recommended","priority"
"270","usual","less_proper","complete","1","convenient","convenient","nonprob","recommended","very_recom"
"271","usual","less_proper","complete","1","critical","convenient","nonprob","not_recom","not_recom"
"272","great_pret","very_crit","incomplete","more","critical","inconv","problematic","recommended","spec_prior"
"273","great_pret","very_crit","incomplete","more","convenient","inconv","slightly_prob","recommended","priority"
"274","great_pret","less_proper","incomplete","1","critical","inconv","problematic","not_recom","not_recom"
"275","pretentious","proper","incomplete","3","convenient","convenient","slightly_prob","priority","priority"
"276","usual","improper","complete","3","convenient","convenient","nonprob","priority","priority"
"277","usual","less_proper","completed","2","critical","convenient","slightly_prob","recommended","priority"
"278","usual","less_proper","completed","more","critical","convenient","slightly_prob","priority","priority"
"279","great_pret","proper","incomplete","more","less_conv","inconv","nonprob","priority","spec_prior"
"280","pretentious","critical","foster","1","critical","inconv","slightly_prob","not_recom","not_recom"
"281","great_pret","proper","foster","1","less_conv","inconv","problematic","not_recom","not_recom"
"282","great_pret","improper","completed","1","critical","inconv","nonprob","not_recom","not_recom"
"283","usual","proper","complete","2","convenient","convenient","slightly_prob","priority","priority"
"284","usual","less_proper","completed","2","convenient","inconv","problematic","recommended","priority"
"285","usual","proper","complete","more","critical","inconv","slightly_prob","not_recom","not_recom"
"286","usual","proper","incomplete","3","less_conv","inconv","nonprob","priority","priority"
"287","usual","improper","incomplete","3","convenient","convenient","nonprob","recommended","priority"
"288","usual","critical","incomplete","1","convenient","inconv","slightly_prob","not_recom","not_recom"
"289","great_pret","proper","incomplete","2","less_conv","inconv","nonprob","priority","spec_prior"
"290","pretentious","critical","incomplete","2","less_conv","inconv","nonprob","recommended","priority"
"291","usual","critical","complete","3","critical","inconv","slightly_prob","not_recom","not_recom"
"292","great_pret","very_crit","complete","more","critical","inconv","problematic","not_recom","not_recom"
"293","pretentious","improper","completed","more","critical","inconv","slightly_prob","recommended","spec_prior"
"294","usual","critical","complete","1","critical","convenient","slightly_prob","not_recom","not_recom"
"295","usual","proper","completed","3","convenient","inconv","slightly_prob","priority","priority"
"296","great_pret","proper","incomplete","more","less_conv","inconv","nonprob","priority","spec_prior"
"297","usual","less_proper","completed","3","critical","convenient","problematic","not_recom","not_recom"
"298","pretentious","very_crit","foster","2","convenient","inconv","nonprob","priority","spec_prior"
"299","usual","improper","foster","2","critical","inconv","problematic","not_recom","not_recom"
"300","great_pret","very_crit","incomplete","more","critical","inconv","problematic","priority","spec_prior"
"301","great_pret","less_proper","incomplete","more","less_conv","inconv","nonprob","priority","priority"
"302","great_pret","critical","incomplete","more","less_conv","inconv","problematic","priority","spec_prior"
"303","usual","critical","complete","2","critical","convenient","nonprob","not_recom","not_recom"
"304","great_pret","less_proper","incomplete","3","less_conv","inconv","problematic","not_recom","not_recom"
"305","great_pret","proper","incomplete","3","less_conv","convenient","nonprob","recommended","priority"
"306","pretentious","proper","incomplete","2","less_conv","convenient","slightly_prob","priority","spec_prior"
"307","great_pret","very_crit","foster","more","convenient","inconv","problematic","recommended","spec_prior"
"308","usual","improper","incomplete","2","convenient","convenient","nonprob","not_recom","not_recom"
"309","great_pret","proper","completed","3","convenient","convenient","nonprob","priority","priority"
"310","usual","improper","complete","3","less_conv","convenient","nonprob","priority","priority"
"311","pretentious","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"312","great_pret","proper","complete","more","critical","inconv","slightly_prob","not_recom","not_recom"
"313","great_pret","very_crit","foster","more","critical","inconv","problematic","not_recom","not_recom"
"314","great_pret","proper","incomplete","2","less_conv","convenient","nonprob","not_recom","not_recom"
"315","usual","improper","complete","3","critical","convenient","slightly_prob","not_recom","not_recom"
"316","usual","less_proper","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
"317","great_pret","proper","foster","more","convenient","convenient","slightly_prob","recommended","spec_prior"
"318","great_pret","very_crit","foster","1","critical","convenient","problematic","not_recom","not_recom"
"319","usual","less_proper","completed","3","less_conv","convenient","nonprob","recommended","priority"
"320","great_pret","critical","complete","3","convenient","convenient","nonprob","priority","priority"
"321","pretentious","very_crit","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"322","pretentious","very_crit","completed","1","convenient","inconv","slightly_prob","recommended","priority"
"323","great_pret","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","spec_prior"
"324","pretentious","very_crit","foster","more","less_conv","inconv","problematic","recommended","spec_prior"
"325","great_pret","very_crit","foster","1","critical","convenient","problematic","priority","spec_prior"
"326","usual","critical","foster","1","critical","inconv","slightly_prob","not_recom","not_recom"
"327","pretentious","less_proper","foster","1","critical","convenient","slightly_prob","recommended","priority"
"328","great_pret","very_crit","foster","2","less_conv","inconv","nonprob","priority","spec_prior"
"329","great_pret","improper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"330","pretentious","improper","completed","more","critical","inconv","slightly_prob","priority","spec_prior"
"331","usual","improper","complete","3","critical","convenient","slightly_prob","not_recom","not_recom"
"332","pretentious","proper","foster","3","convenient","inconv","nonprob","recommended","priority"
"333","great_pret","proper","incomplete","3","less_conv","convenient","nonprob","not_recom","not_recom"
"334","pretentious","less_proper","incomplete","1","convenient","convenient","nonprob","recommended","priority"
"335","great_pret","very_crit","foster","1","less_conv","inconv","nonprob","priority","spec_prior"
"336","usual","less_proper","completed","1","critical","convenient","problematic","not_recom","not_recom"
"337","pretentious","very_crit","complete","1","critical","inconv","slightly_prob","not_recom","not_recom"
"338","great_pret","critical","foster","3","critical","inconv","problematic","priority","spec_prior"
"339","great_pret","very_crit","complete","1","critical","convenient","slightly_prob","not_recom","not_recom"
"340","pretentious","improper","incomplete","1","convenient","inconv","problematic","not_recom","not_recom"
"341","usual","improper","complete","3","critical","convenient","slightly_prob","priority","priority"
"342","great_pret","less_proper","incomplete","1","convenient","inconv","slightly_prob","recommended","priority"
"343","great_pret","proper","completed","2","less_conv","convenient","nonprob","not_recom","not_recom"
"344","pretentious","critical","foster","more","convenient","inconv","nonprob","not_recom","not_recom"
"345","great_pret","very_crit","foster","more","less_conv","convenient","problematic","recommended","spec_prior"
"346","usual","less_proper","foster","3","less_conv","convenient","slightly_prob","recommended","priority"
"347","great_pret","proper","foster","more","less_conv","inconv","problematic","priority","spec_prior"
"348","usual","less_proper","completed","more","critical","inconv","nonprob","not_recom","not_recom"
"349","great_pret","improper","incomplete","2","less_conv","inconv","problematic","not_recom","not_recom"
"350","usual","less_proper","foster","2","critical","convenient","nonprob","recommended","priority"
"351","usual","improper","complete","1","critical","inconv","nonprob","not_recom","not_recom"
