"","parents","has_nurs","form","children","housing","finance","social","health","class"
"164","usual","critical","foster","more","critical","convenient","nonprob","not_recom","not_recom"
"165","pretentious","proper","incomplete","2","critical","convenient","nonprob","priority","priority"
"166","usual","very_crit","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
"167","usual","critical","foster","3","less_conv","inconv","slightly_prob","recommended","priority"
"168","pretentious","improper","completed","2","critical","convenient","problematic","priority","spec_prior"
"169","usual","critical","foster","3","critical","convenient","nonprob","not_recom","not_recom"
"170","usual","improper","complete","3","convenient","inconv","problematic","recommended","priority"
"171","great_pret","critical","completed","1","convenient","inconv","nonprob","priority","spec_prior"
"172","pretentious","very_crit","incomplete","3","critical","inconv","problematic","recommended","spec_prior"
"173","usual","very_crit","foster","more","critical","inconv","nonprob","recommended","spec_prior"
"174","usual","less_proper","foster","1","less_conv","convenient","problematic","recommended","priority"
"175","great_pret","very_crit","complete","2","critical","inconv","nonprob","recommended","spec_prior"
"176","great_pret","critical","completed","2","convenient","convenient","slightly_prob","priority","spec_prior"
"177","pretentious","improper","completed","3","less_conv","inconv","problematic","priority","spec_prior"
"178","usual","proper","completed","1","less_conv","inconv","slightly_prob","priority","priority"
"179","usual","critical","completed","1","critical","inconv","problematic","priority","spec_prior"
"180","usual","less_proper","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"181","usual","less_proper","foster","1","convenient","inconv","nonprob","recommended","priority"
"182","usual","proper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"183","pretentious","proper","incomplete","2","convenient","convenient","slightly_prob","priority","priority"
"184","usual","less_proper","complete","more","less_conv","inconv","nonprob","priority","priority"
"185","usual","less_proper","foster","2","convenient","convenient","problematic","not_recom","not_recom"
"186","usual","very_crit","incomplete","2","critical","inconv","slightly_prob","not_recom","not_recom"
"187","usual","very_crit","complete","3","critical","convenient","nonprob","not_recom","not_recom"
"188","usual","improper","incomplete","1","critical","convenient","nonprob","not_recom","not_recom"
"189","usual","improper","completed","more","less_conv","convenient","nonprob","recommended","priority"
"190","great_pret","very_crit","completed","1","less_conv","inconv","nonprob","priority","spec_prior"
"191","great_pret","very_crit","incomplete","2","convenient","inconv","problematic","priority","spec_prior"
"192","usual","proper","foster","2","convenient","convenient","slightly_prob","priority","priority"
"193","usual","critical","completed","more","convenient","inconv","nonprob","priority","priority"
"194","pretentious","very_crit","complete","1","convenient","inconv","slightly_prob","priority","priority"
"195","usual","less_proper","completed","1","critical","inconv","problematic","recommended","priority"
"196","usual","proper","foster","1","convenient","convenient","slightly_prob","recommended","very_recom"
"197","pretentious","very_crit","foster","more","less_conv","inconv","problematic","not_recom","not_recom"
"198","usual","proper","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"199","pretentious","improper","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"200","pretentious","proper","foster","3","convenient","convenient","problematic","priority","priority"
"201","great_pret","very_crit","incomplete","2","convenient","inconv","slightly_prob","priority","spec_prior"
"202","pretentious","improper","completed","1","critical","inconv","problematic","priority","spec_prior"
"203","usual","very_crit","completed","more","critical","inconv","slightly_prob","recommended","spec_prior"
"204","usual","critical","foster","2","less_conv","inconv","slightly_prob","recommended","priority"
"205","pretentious","less_proper","complete","3","less_conv","inconv","problematic","recommended","priority"
"206","usual","proper","foster","3","convenient","inconv","slightly_prob","not_recom","not_recom"
"207","pretentious","critical","complete","more","less_conv","convenient","nonprob","priority","spec_prior"
"208","great_pret","less_proper","foster","1","convenient","convenient","slightly_prob","recommended","priority"
"209","pretentious","proper","incomplete","2","convenient","inconv","problematic","priority","priority"
"210","great_pret","very_crit","incomplete","3","critical","convenient","slightly_prob","recommended","spec_prior"
"211","great_pret","less_proper","foster","1","critical","inconv","problematic","not_recom","not_recom"
"212","pretentious","less_proper","completed","3","convenient","inconv","problematic","recommended","priority"
"213","usual","improper","complete","1","critical","convenient","nonprob","not_recom","not_recom"
"214","pretentious","less_proper","completed","1","less_conv","inconv","nonprob","recommended","very_recom"
"215","great_pret","less_proper","foster","2","critical","convenient","slightly_prob","not_recom","not_recom"
"216","great_pret","critical","foster","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"217","great_pret","improper","incomplete","1","convenient","inconv","problematic","recommended","spec_prior"
"218","great_pret","very_crit","completed","2","less_conv","convenient","problematic","recommended","spec_prior"
"219","great_pret","less_proper","completed","more","convenient","convenient","slightly_prob","priority","priority"
"220","usual","improper","completed","2","critical","inconv","nonprob","not_recom","not_recom"
"221","usual","less_proper","incomplete","more","less_conv","inconv","nonprob","not_recom","not_recom"
"222","pretentious","critical","complete","more","critical","convenient","problematic","not_recom","not_recom"
"223","usual","less_proper","incomplete","2","critical","convenient","nonprob","priority","priority"
"224","usual","proper","complete","1","critical","inconv","slightly_prob","recommended","very_recom"
"225","pretentious","improper","complete","1","convenient","inconv","problematic","priority","priority"
"226","pretentious","improper","completed","more","convenient","inconv","slightly_prob","recommended","priority"
"227","pretentious","less_proper","incomplete","2","less_conv","inconv","nonprob","priority","priority"
"228","great_pret","less_proper","completed","more","critical","convenient","problematic","priority","spec_prior"
"229","great_pret","improper","incomplete","3","critical","convenient","nonprob","recommended","spec_prior"
"230","great_pret","critical","incomplete","more","convenient","inconv","slightly_prob","priority","spec_prior"
"231","usual","very_crit","foster","2","critical","inconv","nonprob","priority","spec_prior"
"232","pretentious","very_crit","completed","more","critical","inconv","slightly_prob","recommended","spec_prior"
"233","pretentious","improper","completed","2","convenient","inconv","nonprob","not_recom","not_recom"
"234","great_pret","very_crit","complete","more","convenient","convenient","slightly_prob","priority","spec_prior"
"235","pretentious","very_crit","completed","3","less_conv","inconv","slightly_prob","recommended","spec_prior"
"236","usual","critical","incomplete","1","convenient","inconv","slightly_prob","recommended","priority"
"237","great_pret","critical","complete","3","less_conv","convenient","slightly_prob","priority","spec_prior"
"238","great_pret","critical","incomplete","3","less_conv","convenient","nonprob","recommended","spec_prior"
"239","great_pret","very_crit","foster","3","less_conv","convenient","problematic","not_recom","not_recom"
"240","great_pret","critical","foster","1","critical","inconv","problematic","priority","spec_prior"
"241","usual","proper","foster","more","convenient","convenient","slightly_prob","recommended","very_recom"
"242","great_pret","improper","foster","1","less_conv","convenient","slightly_prob","not_recom","not_recom"
"243","pretentious","improper","completed","1","critical","inconv","problematic","recommended","spec_prior"
"244","pretentious","critical","foster","more","critical","inconv","nonprob","priority","spec_prior"
"245","pretentious","improper","incomplete","1","critical","convenient","nonprob","recommended","priority"
"246","pretentious","less_proper","complete","1","critical","inconv","nonprob","not_recom","not_recom"
"247","usual","proper","foster","3","critical","convenient","problematic","recommended","priority"
"248","usual","improper","foster","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"249","great_pret","proper","completed","3","convenient","convenient","slightly_prob","recommended","priority"
"250","usual","critical","completed","1","less_conv","convenient","problematic","priority","priority"
"251","great_pret","proper","foster","3","convenient","inconv","problematic","priority","spec_prior"
"252","great_pret","critical","foster","1","less_conv","convenient","problematic","recommended","spec_prior"
"253","usual","improper","incomplete","2","less_conv","convenient","nonprob","recommended","priority"
"254","usual","proper","complete","3","convenient","inconv","slightly_prob","priority","priority"
"255","usual","less_proper","complete","3","convenient","convenient","problematic","priority","priority"
"256","great_pret","critical","complete","3","critical","convenient","nonprob","recommended","spec_prior"
"257","pretentious","less_proper","completed","2","critical","inconv","problematic","not_recom","not_recom"
"258","great_pret","less_proper","complete","1","less_conv","convenient","problematic","not_recom","not_recom"
"259","usual","less_proper","incomplete","more","convenient","inconv","nonprob","priority","priority"
"260","great_pret","proper","foster","3","critical","convenient","nonprob","priority","spec_prior"
"261","great_pret","less_proper","complete","2","convenient","inconv","problematic","not_recom","not_recom"
"262","pretentious","proper","incomplete","1","convenient","convenient","problematic","recommended","priority"
"263","pretentious","less_proper","complete","2","critical","inconv","nonprob","not_recom","not_recom"
"264","great_pret","very_crit","foster","more","critical","convenient","slightly_prob","priority","spec_prior"
"265","usual","less_proper","foster","2","less_conv","inconv","problematic","not_recom","not_recom"
"266","great_pret","very_crit","foster","3","less_conv","inconv","slightly_prob","priority","spec_prior"
"267","usual","critical","completed","more","less_conv","inconv","nonprob","not_recom","not_recom"
"268","usual","very_crit","complete","1","convenient","convenient","slightly_prob","priority","priority"
"269","great_pret","very_crit","foster","more","convenient","inconv","problematic","priority","spec_prior"
"270","great_pret","critical","foster","1","critical","convenient","nonprob","recommended","spec_prior"
"271","usual","proper","foster","1","critical","convenient","slightly_prob","recommended","priority"
"272","great_pret","less_proper","completed","2","convenient","convenient","slightly_prob","recommended","priority"
"273","great_pret","very_crit","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"274","pretentious","less_proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"275","great_pret","less_proper","complete","2","convenient","inconv","problematic","recommended","priority"
"276","usual","very_crit","foster","more","convenient","convenient","nonprob","recommended","priority"
"277","great_pret","less_proper","completed","more","critical","inconv","slightly_prob","priority","spec_prior"
"278","usual","critical","incomplete","1","critical","convenient","nonprob","recommended","priority"
"279","usual","improper","complete","2","convenient","convenient","nonprob","recommended","very_recom"
"280","pretentious","proper","completed","3","less_conv","inconv","slightly_prob","priority","priority"
"281","pretentious","proper","complete","1","less_conv","inconv","nonprob","not_recom","not_recom"
"282","great_pret","critical","incomplete","2","critical","inconv","problematic","priority","spec_prior"
"283","usual","proper","foster","more","critical","inconv","nonprob","recommended","priority"
"284","usual","critical","foster","more","critical","inconv","problematic","recommended","spec_prior"
"285","great_pret","less_proper","completed","1","less_conv","convenient","nonprob","priority","priority"
"286","usual","less_proper","incomplete","2","convenient","convenient","slightly_prob","priority","priority"
"287","pretentious","proper","complete","1","critical","inconv","problematic","recommended","priority"
"288","pretentious","critical","foster","3","convenient","inconv","problematic","recommended","spec_prior"
"289","usual","critical","foster","1","convenient","convenient","slightly_prob","not_recom","not_recom"
"290","great_pret","very_crit","incomplete","3","critical","inconv","nonprob","priority","spec_prior"
"291","great_pret","very_crit","foster","1","critical","convenient","nonprob","priority","spec_prior"
"292","pretentious","very_crit","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"293","great_pret","very_crit","complete","more","critical","inconv","nonprob","not_recom","not_recom"
"294","usual","critical","completed","3","convenient","convenient","nonprob","not_recom","not_recom"
"295","great_pret","very_crit","complete","2","less_conv","inconv","problematic","not_recom","not_recom"
"296","usual","proper","foster","3","less_conv","inconv","slightly_prob","recommended","priority"
"297","great_pret","less_proper","foster","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"298","pretentious","improper","foster","more","less_conv","inconv","nonprob","not_recom","not_recom"
"299","great_pret","proper","incomplete","2","convenient","convenient","slightly_prob","recommended","priority"
"300","great_pret","critical","complete","3","critical","convenient","problematic","priority","spec_prior"
"301","pretentious","very_crit","incomplete","1","less_conv","inconv","nonprob","not_recom","not_recom"
"302","usual","improper","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"303","usual","very_crit","foster","3","less_conv","inconv","nonprob","priority","spec_prior"
"304","great_pret","very_crit","completed","3","less_conv","convenient","problematic","priority","spec_prior"
"305","usual","improper","incomplete","more","convenient","convenient","slightly_prob","recommended","priority"
"306","usual","less_proper","completed","1","critical","inconv","problematic","not_recom","not_recom"
"307","usual","very_crit","complete","2","critical","convenient","nonprob","priority","spec_prior"
"308","pretentious","improper","completed","2","convenient","convenient","nonprob","not_recom","not_recom"
"309","great_pret","less_proper","incomplete","3","less_conv","convenient","problematic","recommended","spec_prior"
"310","usual","critical","foster","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"311","pretentious","proper","completed","more","critical","convenient","slightly_prob","recommended","priority"
"312","great_pret","less_proper","completed","more","less_conv","inconv","nonprob","priority","spec_prior"
"313","pretentious","critical","incomplete","2","convenient","inconv","nonprob","priority","spec_prior"
"314","usual","very_crit","completed","1","convenient","inconv","problematic","recommended","spec_prior"
"315","great_pret","improper","incomplete","3","less_conv","convenient","nonprob","recommended","spec_prior"
"316","pretentious","very_crit","completed","2","critical","inconv","problematic","recommended","spec_prior"
"317","great_pret","very_crit","incomplete","1","convenient","inconv","nonprob","priority","spec_prior"
"318","great_pret","critical","complete","more","convenient","inconv","nonprob","recommended","spec_prior"
"319","usual","critical","completed","1","convenient","convenient","slightly_prob","recommended","priority"
"320","pretentious","very_crit","foster","2","less_conv","convenient","nonprob","recommended","priority"
"321","pretentious","very_crit","completed","3","convenient","inconv","problematic","recommended","spec_prior"
"322","great_pret","very_crit","completed","more","convenient","inconv","problematic","priority","spec_prior"
"323","great_pret","proper","complete","1","convenient","convenient","problematic","priority","priority"
"324","great_pret","critical","incomplete","1","less_conv","convenient","problematic","not_recom","not_recom"
"325","great_pret","improper","foster","2","critical","convenient","problematic","priority","spec_prior"
"326","great_pret","very_crit","completed","2","less_conv","inconv","nonprob","not_recom","not_recom"
"327","usual","less_proper","complete","2","convenient","convenient","slightly_prob","priority","priority"
"328","great_pret","proper","complete","3","convenient","inconv","slightly_prob","not_recom","not_recom"
"329","pretentious","less_proper","foster","more","less_conv","convenient","nonprob","priority","priority"
"330","great_pret","very_crit","complete","more","less_conv","inconv","nonprob","priority","spec_prior"
"331","great_pret","less_proper","completed","3","critical","inconv","slightly_prob","not_recom","not_recom"
"332","great_pret","proper","incomplete","3","critical","inconv","problematic","not_recom","not_recom"
"333","great_pret","less_proper","foster","more","critical","convenient","nonprob","priority","spec_prior"
"334","great_pret","proper","incomplete","2","critical","inconv","nonprob","recommended","priority"
"335","usual","improper","incomplete","more","less_conv","convenient","nonprob","not_recom","not_recom"
"336","great_pret","critical","complete","1","less_conv","convenient","nonprob","not_recom","not_recom"
"337","usual","less_proper","completed","3","convenient","inconv","slightly_prob","not_recom","not_recom"
"338","pretentious","critical","incomplete","2","less_conv","convenient","problematic","recommended","spec_prior"
"339","usual","less_proper","foster","3","critical","convenient","slightly_prob","priority","priority"
"340","great_pret","improper","incomplete","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"341","great_pret","improper","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"342","pretentious","less_proper","foster","2","convenient","inconv","problematic","not_recom","not_recom"
"343","pretentious","less_proper","foster","3","critical","inconv","slightly_prob","priority","priority"
"344","pretentious","critical","incomplete","more","critical","inconv","problematic","recommended","spec_prior"
"345","great_pret","very_crit","complete","more","critical","convenient","slightly_prob","priority","spec_prior"
"346","great_pret","very_crit","completed","more","critical","inconv","slightly_prob","priority","spec_prior"
"347","usual","proper","incomplete","more","critical","convenient","problematic","priority","priority"
"348","great_pret","improper","foster","2","critical","inconv","problematic","recommended","spec_prior"
"349","great_pret","improper","incomplete","2","convenient","inconv","slightly_prob","priority","spec_prior"
"350","usual","proper","complete","1","convenient","convenient","nonprob","not_recom","not_recom"
"351","great_pret","improper","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"352","pretentious","less_proper","completed","1","critical","inconv","problematic","priority","priority"
