"","parents","has_nurs","form","children","housing","finance","social","health","class"
"174","usual","very_crit","2","2","convenient","convenient","problematic","recommended","spec_prior"
"175","great_pret","5","incomplete","3","2","2","2","2","spec_prior"
"176","pretentious","critical","foster","more","2","1","2","2","spec_prior"
"177","great_pret","critical","incomplete","2","1","inconv","1","1","not_recom"
"178","usual","3","2","2","convenient","convenient","1","recommended","priority"
"179","1","very_crit","completed","3","critical","inconv","2","2","spec_prior"
"180","2","proper","foster","2","convenient","2","nonprob","3","priority"
"181","great_pret","5","complete","3","2","2","2","2","spec_prior"
"182","2","4","complete","2","less_conv","convenient","slightly_prob","1","not_recom"
"183","2","4","1","2","3","1","nonprob","1","not_recom"
"184","usual","very_crit","complete","4","critical","1","problematic","1","not_recom"
"185","1","critical","incomplete","1","2","convenient","problematic","not_recom","not_recom"
"186","great_pret","4","1","2","critical","1","1","not_recom","not_recom"
"187","3","3","2","4","3","convenient","1","not_recom","not_recom"
"188","great_pret","4","complete","2","3","1","problematic","priority","priority"
"189","usual","very_crit","incomplete","3","convenient","2","slightly_prob","2","recommended"
"190","great_pret","less_proper","3","1","critical","2","slightly_prob","3","spec_prior"
"191","2","proper","incomplete","1","1","1","slightly_prob","3","priority"
"192","3","3","complete","2","critical","inconv","1","3","priority"
"193","3","less_proper","completed","4","convenient","inconv","slightly_prob","not_recom","not_recom"
"194","usual","3","2","4","2","convenient","1","not_recom","not_recom"
"195","1","improper","incomplete","3","2","2","problematic","not_recom","not_recom"
"196","great_pret","5","incomplete","3","critical","2","2","2","recommended"
"197","great_pret","less_proper","incomplete","1","2","convenient","2","2","recommended"
"198","pretentious","critical","1","2","3","2","nonprob","recommended","priority"
"199","great_pret","critical","4","2","convenient","2","2","2","recommended"
"200","great_pret","3","complete","1","1","2","nonprob","3","priority"
"201","great_pret","critical","2","more","1","convenient","slightly_prob","3","priority"
"202","usual","less_proper","2","more","3","inconv","problematic","recommended","priority"
"203","3","3","foster","2","1","inconv","1","3","priority"
"204","1","5","incomplete","3","critical","convenient","slightly_prob","not_recom","not_recom"
"205","pretentious","improper","completed","3","convenient","convenient","problematic","recommended","priority"
"206","1","less_proper","4","1","convenient","2","problematic","2","recommended"
"207","3","3","complete","2","3","convenient","slightly_prob","3","priority"
"208","pretentious","3","complete","3","critical","inconv","1","recommended","priority"
"209","3","proper","completed","more","3","inconv","problematic","3","priority"
"210","pretentious","proper","completed","4","less_conv","1","problematic","1","not_recom"
"211","great_pret","improper","completed","more","convenient","inconv","problematic","recommended","spec_prior"
"212","usual","less_proper","incomplete","1","critical","convenient","nonprob","recommended","priority"
"213","pretentious","2","incomplete","2","3","inconv","2","1","not_recom"
"214","3","less_proper","2","1","less_conv","1","1","not_recom","not_recom"
"215","usual","2","incomplete","2","less_conv","2","2","1","not_recom"
"216","3","3","completed","3","less_conv","2","1","recommended","priority"
"217","3","less_proper","complete","2","3","inconv","1","recommended","priority"
"218","usual","very_crit","2","3","less_conv","convenient","2","recommended","spec_prior"
"219","great_pret","less_proper","3","2","3","convenient","3","3","priority"
"220","1","5","foster","3","2","convenient","2","priority","spec_prior"
"221","usual","5","complete","3","convenient","inconv","problematic","priority","spec_prior"
"222","great_pret","5","foster","3","less_conv","2","problematic","1","not_recom"
"223","1","5","incomplete","2","critical","2","slightly_prob","2","recommended"
"224","3","improper","2","2","3","inconv","slightly_prob","recommended","priority"
"225","pretentious","proper","completed","3","convenient","2","slightly_prob","2","recommended"
"226","pretentious","very_crit","foster","3","convenient","2","problematic","2","recommended"
"227","usual","proper","completed","4","2","1","problematic","1","not_recom"
"228","pretentious","proper","4","1","critical","inconv","2","2","recommended"
"229","pretentious","1","2","4","1","1","slightly_prob","recommended","priority"
"230","pretentious","4","incomplete","1","convenient","1","nonprob","priority","priority"
"231","3","3","incomplete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"232","3","3","incomplete","2","1","inconv","1","3","priority"
"233","usual","proper","2","4","less_conv","convenient","3","1","not_recom"
"234","2","4","complete","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"235","pretentious","very_crit","foster","2","critical","inconv","1","1","not_recom"
"236","great_pret","5","foster","3","2","convenient","slightly_prob","1","not_recom"
"237","usual","proper","2","2","3","inconv","1","1","not_recom"
"238","great_pret","proper","incomplete","2","3","2","1","recommended","priority"
"239","usual","very_crit","complete","3","convenient","2","problematic","recommended","spec_prior"
"240","pretentious","improper","foster","more","convenient","inconv","nonprob","2","recommended"
"241","usual","very_crit","2","1","2","convenient","2","not_recom","not_recom"
"242","1","less_proper","4","3","convenient","convenient","2","2","recommended"
"243","1","5","foster","3","2","2","2","priority","spec_prior"
"244","pretentious","4","complete","4","2","convenient","3","not_recom","not_recom"
"245","pretentious","4","1","2","3","1","slightly_prob","not_recom","not_recom"
"246","usual","critical","2","4","critical","1","3","3","spec_prior"
"247","great_pret","less_proper","complete","3","less_conv","convenient","3","recommended","priority"
"248","pretentious","improper","foster","2","critical","inconv","1","not_recom","not_recom"
"249","1","5","incomplete","3","2","inconv","slightly_prob","not_recom","not_recom"
"250","usual","3","2","2","convenient","2","1","not_recom","not_recom"
"251","3","3","2","2","convenient","inconv","1","not_recom","not_recom"
"252","1","5","4","1","2","1","problematic","1","not_recom"
"253","pretentious","critical","foster","3","convenient","2","2","2","spec_prior"
"254","great_pret","very_crit","foster","3","convenient","2","2","2","recommended"
"255","pretentious","3","completed","3","1","2","nonprob","recommended","very_recom"
"256","3","3","2","3","convenient","1","nonprob","3","priority"
"257","great_pret","3","2","1","critical","1","nonprob","3","priority"
"258","2","proper","foster","1","critical","1","1","recommended","priority"
"259","2","improper","1","more","critical","inconv","slightly_prob","1","not_recom"
"260","1","very_crit","4","3","2","2","slightly_prob","priority","spec_prior"
"261","usual","less_proper","foster","more","less_conv","inconv","slightly_prob","3","priority"
"262","pretentious","5","complete","3","critical","inconv","slightly_prob","2","spec_prior"
"263","great_pret","5","completed","3","critical","2","nonprob","priority","spec_prior"
"264","1","5","completed","3","less_conv","inconv","2","2","spec_prior"
"265","great_pret","proper","completed","2","critical","convenient","1","not_recom","not_recom"
"266","usual","less_proper","complete","3","1","inconv","problematic","recommended","priority"
"267","3","3","completed","2","critical","inconv","1","recommended","priority"
"268","great_pret","very_crit","foster","more","convenient","inconv","slightly_prob","2","spec_prior"
"269","1","5","foster","3","critical","2","problematic","not_recom","not_recom"
"270","3","improper","2","2","3","1","nonprob","3","priority"
"271","pretentious","proper","incomplete","1","1","convenient","nonprob","recommended","very_recom"
"272","3","3","completed","2","less_conv","convenient","problematic","priority","priority"
"273","great_pret","proper","foster","2","less_conv","inconv","nonprob","1","not_recom"
"274","great_pret","5","incomplete","3","2","convenient","nonprob","recommended","recommended"
"275","great_pret","4","complete","1","2","1","slightly_prob","priority","priority"
"276","3","very_crit","completed","4","less_conv","1","3","1","not_recom"
"277","3","3","2","2","3","2","nonprob","1","not_recom"
"278","usual","3","2","2","convenient","2","1","priority","priority"
"279","1","5","4","3","2","1","nonprob","2","recommended"
"280","usual","less_proper","2","2","3","2","1","recommended","priority"
"281","1","less_proper","4","3","1","convenient","slightly_prob","2","recommended"
"282","great_pret","5","complete","3","less_conv","2","slightly_prob","recommended","recommended"
"283","pretentious","improper","complete","1","less_conv","1","problematic","priority","priority"
"284","1","5","4","2","2","2","nonprob","priority","spec_prior"
"285","usual","improper","incomplete","1","critical","1","problematic","3","priority"
"286","usual","3","2","2","1","inconv","nonprob","3","priority"
"287","1","5","4","more","less_conv","2","nonprob","recommended","spec_prior"
"288","pretentious","4","completed","more","2","1","nonprob","not_recom","not_recom"
"289","1","proper","4","3","convenient","convenient","problematic","priority","recommended"
"290","3","3","completed","4","critical","inconv","slightly_prob","1","not_recom"
"291","3","less_proper","completed","more","convenient","inconv","1","recommended","priority"
"292","usual","improper","foster","1","critical","1","1","recommended","priority"
"293","great_pret","improper","completed","more","convenient","2","nonprob","priority","recommended"
"294","1","very_crit","foster","3","2","convenient","slightly_prob","2","recommended"
"295","usual","1","completed","more","1","2","slightly_prob","not_recom","not_recom"
"296","1","5","4","more","2","1","2","priority","recommended"
"297","1","5","incomplete","1","convenient","inconv","nonprob","priority","recommended"
"298","usual","5","4","more","2","1","problematic","2","recommended"
"299","2","improper","foster","more","critical","inconv","slightly_prob","1","not_recom"
"300","usual","less_proper","incomplete","2","3","inconv","1","not_recom","not_recom"
"301","pretentious","improper","2","3","less_conv","inconv","problematic","priority","priority"
"302","2","critical","1","more","3","1","1","1","not_recom"
"303","3","3","completed","3","less_conv","2","1","3","priority"
"304","3","less_proper","foster","1","1","2","1","not_recom","not_recom"
"305","pretentious","4","foster","4","2","inconv","slightly_prob","not_recom","not_recom"
"306","great_pret","less_proper","complete","3","1","inconv","nonprob","priority","priority"
"307","pretentious","3","2","1","1","2","1","recommended","priority"
"308","pretentious","4","1","2","less_conv","1","slightly_prob","recommended","priority"
"309","great_pret","5","incomplete","3","2","2","slightly_prob","priority","spec_prior"
"310","pretentious","proper","2","2","convenient","2","slightly_prob","1","not_recom"
"311","pretentious","less_proper","3","3","3","2","3","3","priority"
"312","usual","less_proper","foster","1","less_conv","1","problematic","recommended","priority"
"313","great_pret","very_crit","incomplete","3","convenient","2","2","not_recom","not_recom"
"314","3","3","2","2","convenient","convenient","1","not_recom","not_recom"
"315","2","improper","complete","2","3","inconv","1","priority","priority"
"316","1","5","incomplete","3","2","inconv","2","1","not_recom"
"317","2","proper","1","more","convenient","convenient","nonprob","not_recom","not_recom"
"318","1","5","4","3","2","convenient","problematic","not_recom","recommended"
"319","1","5","4","3","2","2","2","recommended","spec_prior"
"320","great_pret","proper","2","more","convenient","inconv","1","not_recom","not_recom"
"321","pretentious","1","incomplete","2","convenient","inconv","3","1","not_recom"
"322","usual","very_crit","complete","1","2","inconv","2","2","recommended"
"323","3","3","completed","more","critical","convenient","slightly_prob","3","priority"
"324","great_pret","5","4","3","critical","2","2","priority","recommended"
"325","pretentious","4","incomplete","1","2","1","1","not_recom","not_recom"
"326","usual","5","foster","3","2","2","2","priority","spec_prior"
"327","pretentious","4","complete","2","3","inconv","nonprob","not_recom","not_recom"
"328","1","5","4","3","2","2","slightly_prob","2","spec_prior"
"329","pretentious","5","complete","3","2","inconv","problematic","recommended","spec_prior"
"330","pretentious","improper","4","1","2","1","nonprob","2","spec_prior"
"331","2","improper","1","2","3","inconv","1","1","not_recom"
"332","usual","improper","incomplete","2","convenient","convenient","nonprob","1","not_recom"
"333","3","3","2","2","critical","convenient","1","recommended","priority"
"334","great_pret","improper","incomplete","2","3","2","1","not_recom","not_recom"
"335","1","critical","4","2","less_conv","2","2","2","spec_prior"
"336","usual","3","foster","1","less_conv","2","problematic","3","priority"
"337","great_pret","very_crit","foster","3","less_conv","convenient","slightly_prob","priority","recommended"
"338","pretentious","critical","2","more","convenient","convenient","problematic","priority","priority"
"339","great_pret","5","complete","3","2","2","2","2","recommended"
"340","3","3","2","1","critical","inconv","slightly_prob","3","priority"
"341","1","improper","4","3","convenient","convenient","problematic","2","recommended"
"342","usual","5","completed","3","less_conv","inconv","2","2","spec_prior"
"343","great_pret","proper","incomplete","3","2","convenient","nonprob","2","recommended"
"344","usual","5","incomplete","more","2","1","nonprob","priority","recommended"
"345","great_pret","3","2","1","convenient","convenient","1","3","priority"
"346","1","5","completed","3","less_conv","convenient","2","recommended","spec_prior"
"347","1","very_crit","complete","3","critical","2","2","2","recommended"
"348","great_pret","improper","3","3","less_conv","inconv","slightly_prob","not_recom","not_recom"
"349","pretentious","less_proper","2","more","1","convenient","slightly_prob","priority","priority"
"350","3","3","2","2","3","inconv","nonprob","1","not_recom"
"351","3","3","2","1","convenient","1","nonprob","not_recom","not_recom"
"352","3","3","completed","more","critical","inconv","1","1","not_recom"
"353","1","very_crit","incomplete","2","2","inconv","problematic","2","recommended"
"354","1","5","4","3","critical","2","2","priority","spec_prior"
"355","pretentious","4","completed","more","3","1","1","priority","priority"
"356","great_pret","critical","completed","more","2","1","2","not_recom","not_recom"
"357","usual","proper","2","2","convenient","convenient","1","3","priority"
"358","great_pret","improper","4","2","convenient","2","2","2","recommended"
"359","pretentious","5","4","3","convenient","2","problematic","2","spec_prior"
"360","usual","proper","2","1","1","inconv","1","3","very_recom"
"361","usual","2","1","2","3","2","1","1","not_recom"
"362","1","very_crit","4","3","convenient","convenient","2","2","recommended"
"363","great_pret","very_crit","complete","3","1","inconv","nonprob","recommended","recommended"
"364","2","critical","1","2","critical","convenient","nonprob","1","not_recom"
"365","1","5","4","1","2","1","2","recommended","spec_prior"
"366","pretentious","4","1","2","critical","inconv","1","not_recom","not_recom"
"367","great_pret","5","incomplete","3","2","2","problematic","priority","recommended"
"368","1","critical","incomplete","2","2","2","2","recommended","spec_prior"
"369","3","3","completed","4","2","convenient","slightly_prob","not_recom","not_recom"
"370","3","3","completed","4","2","inconv","1","not_recom","not_recom"
"371","pretentious","2","1","2","less_conv","2","1","recommended","priority"
"372","2","proper","1","more","3","convenient","slightly_prob","not_recom","not_recom"
"373","usual","3","foster","1","convenient","2","problematic","recommended","priority"
"374","great_pret","very_crit","complete","3","2","convenient","2","recommended","recommended"
"375","usual","3","foster","1","2","convenient","problematic","not_recom","not_recom"
"376","great_pret","very_crit","incomplete","more","critical","convenient","slightly_prob","2","recommended"
"377","pretentious","critical","2","4","convenient","1","3","not_recom","not_recom"
"378","usual","improper","2","2","3","convenient","nonprob","priority","priority"
"379","pretentious","1","complete","2","1","2","slightly_prob","3","priority"
"380","pretentious","critical","foster","1","2","1","problematic","recommended","recommended"
"381","great_pret","critical","4","3","1","2","3","not_recom","not_recom"
"382","1","5","4","3","critical","convenient","slightly_prob","priority","recommended"
"383","2","proper","1","1","critical","convenient","1","recommended","priority"
"384","1","5","4","3","2","convenient","problematic","2","recommended"
"385","pretentious","2","completed","2","3","2","2","1","not_recom"
"386","2","critical","1","2","less_conv","inconv","1","1","not_recom"
"387","great_pret","less_proper","3","1","1","convenient","3","3","priority"
"388","great_pret","critical","4","1","2","convenient","slightly_prob","not_recom","not_recom"
"389","usual","less_proper","incomplete","1","2","1","nonprob","priority","priority"
"390","usual","3","foster","1","convenient","2","1","3","priority"
"391","usual","5","4","3","2","1","problematic","2","recommended"
"392","usual","critical","2","3","convenient","1","slightly_prob","recommended","priority"
"393","pretentious","critical","incomplete","more","convenient","inconv","nonprob","2","recommended"
"394","3","very_crit","2","more","3","convenient","nonprob","1","not_recom"
"395","usual","improper","2","2","less_conv","2","nonprob","1","not_recom"
"396","usual","less_proper","completed","3","1","2","3","not_recom","not_recom"
"397","great_pret","critical","3","3","convenient","inconv","slightly_prob","3","recommended"
"398","1","less_proper","4","3","critical","inconv","problematic","priority","spec_prior"
"399","usual","less_proper","foster","3","critical","2","problematic","3","priority"
"400","1","very_crit","complete","1","convenient","inconv","2","2","recommended"
"401","great_pret","2","1","2","less_conv","inconv","1","1","not_recom"
"402","great_pret","5","complete","3","2","convenient","2","2","spec_prior"
"403","pretentious","4","1","2","critical","1","1","1","not_recom"
"404","usual","3","2","4","critical","1","slightly_prob","1","not_recom"
"405","pretentious","1","4","4","1","convenient","3","1","not_recom"
"406","pretentious","less_proper","2","2","convenient","inconv","1","recommended","very_recom"
"407","3","3","incomplete","1","1","2","problematic","3","priority"
"408","1","less_proper","foster","2","2","convenient","problematic","recommended","recommended"
"409","usual","3","foster","1","critical","2","1","3","priority"
"410","pretentious","3","foster","1","1","inconv","slightly_prob","recommended","priority"
"411","pretentious","less_proper","complete","more","2","1","1","not_recom","not_recom"
"412","usual","improper","2","2","3","inconv","1","1","not_recom"
"413","1","very_crit","4","2","convenient","convenient","2","recommended","spec_prior"
"414","pretentious","3","complete","3","critical","2","nonprob","3","priority"
"415","2","improper","foster","3","less_conv","1","problematic","1","not_recom"
"416","usual","critical","foster","more","1","2","slightly_prob","recommended","priority"
"417","great_pret","5","4","3","2","1","2","1","not_recom"
"418","3","proper","2","3","convenient","inconv","nonprob","3","priority"
"419","pretentious","proper","completed","1","2","inconv","nonprob","not_recom","not_recom"
"420","great_pret","3","2","2","1","inconv","nonprob","1","not_recom"
"421","usual","3","completed","1","convenient","1","slightly_prob","3","very_recom"
"422","3","3","incomplete","2","less_conv","inconv","1","3","priority"
"423","great_pret","5","incomplete","3","2","2","problematic","2","recommended"
"424","usual","3","2","1","convenient","inconv","1","1","not_recom"
"425","usual","proper","incomplete","more","critical","inconv","problematic","1","not_recom"
