"","parents","has_nurs","form","children","housing","finance","social","health","class"
"75","pretentious","proper","completed","2","less_conv","convenient","slightly_prob","recommended","very_recom"
"76","great_pret","very_crit","complete","more","critical","convenient","problematic","recommended","spec_prior"
"77","usual","improper","completed","more","convenient","inconv","nonprob","priority","priority"
"78","pretentious","improper","complete","2","less_conv","inconv","slightly_prob","priority","priority"
"79","usual","proper","foster","2","critical","inconv","problematic","priority","priority"
"80","pretentious","improper","incomplete","2","less_conv","convenient","nonprob","recommended","priority"
"81","pretentious","less_proper","completed","1","less_conv","inconv","nonprob","recommended","very_recom"
"82","great_pret","proper","incomplete","3","convenient","inconv","problematic","not_recom","not_recom"
"83","great_pret","improper","completed","more","less_conv","inconv","slightly_prob","recommended","spec_prior"
"84","pretentious","critical","complete","more","critical","inconv","problematic","priority","spec_prior"
"85","great_pret","improper","complete","more","convenient","convenient","nonprob","recommended","priority"
"86","great_pret","less_proper","complete","3","less_conv","inconv","nonprob","recommended","priority"
"87","great_pret","very_crit","complete","1","critical","inconv","nonprob","not_recom","not_recom"
"88","usual","critical","foster","3","convenient","inconv","nonprob","recommended","priority"
"89","usual","very_crit","incomplete","2","critical","convenient","nonprob","priority","spec_prior"
"90","great_pret","proper","foster","1","critical","convenient","nonprob","priority","spec_prior"
"91","usual","critical","incomplete","more","critical","convenient","problematic","priority","spec_prior"
"92","pretentious","less_proper","completed","more","critical","convenient","slightly_prob","priority","priority"
"93","great_pret","less_proper","incomplete","more","less_conv","inconv","nonprob","recommended","priority"
"94","great_pret","less_proper","complete","more","less_conv","convenient","problematic","not_recom","not_recom"
"95","pretentious","proper","completed","1","critical","convenient","slightly_prob","recommended","priority"
"96","usual","very_crit","completed","3","convenient","convenient","nonprob","not_recom","not_recom"
"97","pretentious","very_crit","complete","2","convenient","convenient","nonprob","recommended","priority"
"98","great_pret","less_proper","incomplete","more","convenient","convenient","problematic","priority","priority"
"99","pretentious","less_proper","foster","3","less_conv","convenient","problematic","not_recom","not_recom"
"100","great_pret","proper","foster","1","convenient","inconv","slightly_prob","recommended","priority"
"101","great_pret","very_crit","completed","3","less_conv","inconv","slightly_prob","not_recom","not_recom"
"102","pretentious","very_crit","complete","1","critical","convenient","slightly_prob","recommended","priority"
"103","great_pret","proper","incomplete","more","less_conv","inconv","slightly_prob","not_recom","not_recom"
"104","great_pret","critical","complete","2","critical","inconv","problematic","recommended","spec_prior"
"105","usual","less_proper","incomplete","2","less_conv","inconv","problematic","not_recom","not_recom"
"106","great_pret","improper","complete","2","critical","inconv","problematic","not_recom","not_recom"
"107","pretentious","proper","completed","more","convenient","convenient","problematic","priority","priority"
"108","usual","improper","foster","1","convenient","convenient","nonprob","priority","priority"
"109","great_pret","very_crit","completed","2","critical","inconv","slightly_prob","recommended","spec_prior"
"110","usual","very_crit","incomplete","3","critical","inconv","nonprob","not_recom","not_recom"
"111","great_pret","improper","complete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"112","usual","proper","foster","1","critical","convenient","nonprob","priority","priority"
"113","great_pret","critical","foster","more","convenient","convenient","problematic","recommended","spec_prior"
"114","pretentious","improper","complete","1","less_conv","inconv","nonprob","not_recom","not_recom"
"115","pretentious","proper","foster","2","convenient","convenient","slightly_prob","priority","priority"
"116","pretentious","improper","completed","3","convenient","inconv","slightly_prob","not_recom","not_recom"
"117","great_pret","proper","completed","more","less_conv","convenient","nonprob","not_recom","not_recom"
"118","pretentious","critical","completed","3","critical","convenient","problematic","not_recom","not_recom"
"119","great_pret","proper","incomplete","2","critical","inconv","slightly_prob","recommended","priority"
"120","pretentious","proper","completed","more","convenient","inconv","problematic","priority","priority"
"121","great_pret","very_crit","foster","1","less_conv","convenient","nonprob","not_recom","not_recom"
"122","usual","proper","complete","3","critical","convenient","problematic","recommended","priority"
"123","pretentious","improper","foster","3","convenient","convenient","slightly_prob","not_recom","not_recom"
"124","great_pret","less_proper","completed","3","convenient","convenient","nonprob","priority","priority"
"125","pretentious","very_crit","completed","more","less_conv","convenient","nonprob","priority","spec_prior"
"126","pretentious","improper","foster","more","critical","inconv","problematic","priority","spec_prior"
"127","usual","improper","incomplete","1","critical","inconv","nonprob","not_recom","not_recom"
"128","great_pret","improper","completed","2","less_conv","inconv","nonprob","recommended","priority"
"129","usual","less_proper","complete","more","convenient","convenient","nonprob","not_recom","not_recom"
"130","pretentious","very_crit","foster","2","critical","convenient","slightly_prob","recommended","spec_prior"
"131","great_pret","critical","foster","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"132","pretentious","critical","incomplete","2","critical","inconv","slightly_prob","priority","spec_prior"
"133","great_pret","improper","foster","1","convenient","inconv","slightly_prob","recommended","spec_prior"
"134","pretentious","critical","foster","more","convenient","inconv","slightly_prob","recommended","spec_prior"
"135","pretentious","very_crit","completed","1","less_conv","convenient","nonprob","recommended","priority"
"136","usual","improper","completed","1","convenient","inconv","nonprob","not_recom","not_recom"
"137","pretentious","very_crit","completed","more","convenient","inconv","problematic","not_recom","not_recom"
"138","pretentious","less_proper","complete","more","convenient","inconv","nonprob","not_recom","not_recom"
"139","pretentious","less_proper","foster","1","critical","inconv","problematic","recommended","priority"
"140","usual","very_crit","incomplete","more","critical","convenient","problematic","recommended","spec_prior"
"141","usual","less_proper","complete","3","convenient","inconv","slightly_prob","recommended","priority"
"142","pretentious","improper","complete","3","less_conv","convenient","problematic","not_recom","not_recom"
"143","usual","less_proper","complete","3","convenient","inconv","slightly_prob","priority","priority"
"144","usual","very_crit","foster","3","less_conv","convenient","nonprob","not_recom","not_recom"
"145","great_pret","improper","completed","3","convenient","convenient","nonprob","not_recom","not_recom"
"146","great_pret","less_proper","incomplete","1","convenient","inconv","problematic","not_recom","not_recom"
"147","usual","less_proper","foster","2","convenient","inconv","problematic","not_recom","not_recom"
"148","pretentious","proper","completed","3","critical","convenient","slightly_prob","priority","priority"
"149","pretentious","very_crit","complete","2","less_conv","inconv","problematic","recommended","spec_prior"
"150","great_pret","very_crit","complete","more","convenient","inconv","problematic","not_recom","not_recom"
"151","great_pret","less_proper","foster","3","less_conv","convenient","nonprob","recommended","priority"
"152","great_pret","improper","complete","2","convenient","inconv","slightly_prob","priority","spec_prior"
"153","great_pret","less_proper","incomplete","1","critical","inconv","slightly_prob","recommended","priority"
"154","pretentious","proper","incomplete","1","less_conv","convenient","slightly_prob","not_recom","not_recom"
"155","pretentious","improper","incomplete","more","convenient","convenient","nonprob","priority","priority"
"156","great_pret","very_crit","foster","2","less_conv","convenient","slightly_prob","recommended","spec_prior"
"157","great_pret","less_proper","incomplete","2","convenient","inconv","nonprob","recommended","priority"
"158","pretentious","very_crit","foster","3","convenient","convenient","slightly_prob","recommended","priority"
"159","pretentious","critical","incomplete","3","less_conv","convenient","problematic","priority","spec_prior"
"160","usual","improper","foster","3","less_conv","convenient","slightly_prob","priority","priority"
"161","great_pret","improper","foster","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"162","great_pret","critical","complete","1","critical","inconv","problematic","recommended","spec_prior"
"163","usual","proper","complete","more","less_conv","inconv","slightly_prob","not_recom","not_recom"
"164","great_pret","critical","complete","more","less_conv","inconv","problematic","recommended","spec_prior"
"165","usual","critical","incomplete","2","critical","inconv","nonprob","recommended","priority"
"166","pretentious","improper","incomplete","more","less_conv","inconv","problematic","not_recom","not_recom"
"167","great_pret","improper","complete","1","critical","inconv","slightly_prob","recommended","priority"
"168","pretentious","proper","completed","3","convenient","convenient","slightly_prob","not_recom","not_recom"
"169","great_pret","improper","foster","1","critical","inconv","slightly_prob","not_recom","not_recom"
"170","usual","improper","completed","more","less_conv","convenient","problematic","priority","priority"
"171","great_pret","very_crit","complete","3","convenient","inconv","nonprob","priority","spec_prior"
"172","usual","very_crit","complete","1","convenient","convenient","problematic","priority","priority"
"173","great_pret","less_proper","complete","1","convenient","inconv","slightly_prob","priority","priority"
"174","usual","very_crit","incomplete","2","convenient","convenient","problematic","recommended","spec_prior"
"175","great_pret","improper","incomplete","2","convenient","convenient","slightly_prob","priority","spec_prior"
"176","pretentious","critical","foster","more","less_conv","inconv","problematic","priority","spec_prior"
"177","great_pret","critical","incomplete","1","less_conv","inconv","nonprob","not_recom","not_recom"
"178","usual","critical","complete","more","convenient","convenient","slightly_prob","recommended","priority"
"179","usual","very_crit","completed","3","critical","inconv","problematic","priority","spec_prior"
"180","usual","proper","foster","2","convenient","inconv","nonprob","recommended","priority"
"181","great_pret","less_proper","complete","3","less_conv","inconv","slightly_prob","priority","spec_prior"
"182","pretentious","less_proper","complete","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"183","great_pret","less_proper","incomplete","2","less_conv","inconv","nonprob","not_recom","not_recom"
"184","usual","very_crit","complete","1","critical","convenient","problematic","not_recom","not_recom"
"185","usual","critical","incomplete","1","critical","convenient","problematic","not_recom","not_recom"
"186","great_pret","improper","completed","1","critical","inconv","problematic","not_recom","not_recom"
"187","great_pret","critical","complete","1","less_conv","convenient","nonprob","not_recom","not_recom"
"188","great_pret","proper","complete","2","less_conv","convenient","problematic","priority","priority"
"189","usual","very_crit","incomplete","more","convenient","convenient","slightly_prob","priority","spec_prior"
"190","great_pret","less_proper","completed","1","critical","convenient","slightly_prob","priority","spec_prior"
"191","usual","proper","incomplete","1","critical","convenient","slightly_prob","priority","priority"
"192","pretentious","improper","complete","1","critical","inconv","slightly_prob","priority","priority"
"193","usual","less_proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"194","usual","improper","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"195","usual","improper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"196","great_pret","improper","incomplete","more","critical","inconv","problematic","priority","spec_prior"
"197","great_pret","less_proper","incomplete","more","less_conv","convenient","nonprob","not_recom","not_recom"
"198","pretentious","critical","foster","more","less_conv","convenient","nonprob","recommended","spec_prior"
"199","great_pret","critical","completed","2","convenient","inconv","slightly_prob","priority","spec_prior"
"200","great_pret","proper","complete","1","convenient","inconv","nonprob","recommended","priority"
"201","great_pret","critical","complete","more","less_conv","convenient","slightly_prob","recommended","spec_prior"
"202","usual","less_proper","complete","more","critical","inconv","problematic","recommended","priority"
"203","pretentious","proper","foster","1","critical","inconv","nonprob","priority","priority"
"204","pretentious","less_proper","incomplete","1","critical","convenient","slightly_prob","not_recom","not_recom"
"205","pretentious","improper","completed","3","convenient","convenient","problematic","recommended","priority"
"206","usual","less_proper","incomplete","1","convenient","inconv","problematic","priority","priority"
"207","usual","proper","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"208","pretentious","very_crit","complete","3","critical","inconv","slightly_prob","recommended","spec_prior"
"209","usual","proper","completed","more","less_conv","inconv","problematic","priority","priority"
"210","pretentious","proper","completed","more","less_conv","convenient","problematic","recommended","priority"
"211","great_pret","improper","completed","more","convenient","inconv","problematic","recommended","spec_prior"
"212","usual","less_proper","incomplete","1","critical","convenient","nonprob","recommended","priority"
"213","pretentious","proper","incomplete","3","convenient","inconv","slightly_prob","not_recom","not_recom"
"214","great_pret","less_proper","completed","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"215","usual","proper","incomplete","3","less_conv","convenient","slightly_prob","not_recom","not_recom"
"216","great_pret","proper","completed","3","less_conv","convenient","slightly_prob","recommended","priority"
"217","great_pret","less_proper","complete","2","critical","inconv","slightly_prob","recommended","priority"
"218","usual","very_crit","completed","3","less_conv","convenient","nonprob","recommended","spec_prior"
"219","great_pret","less_proper","complete","2","convenient","convenient","slightly_prob","recommended","priority"
"220","usual","very_crit","foster","3","critical","convenient","problematic","priority","spec_prior"
"221","usual","very_crit","complete","3","convenient","inconv","problematic","priority","spec_prior"
"222","great_pret","improper","foster","3","less_conv","inconv","problematic","not_recom","not_recom"
"223","usual","critical","incomplete","2","critical","inconv","slightly_prob","not_recom","not_recom"
"224","pretentious","improper","incomplete","3","convenient","inconv","slightly_prob","recommended","priority"
"225","pretentious","proper","completed","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"226","pretentious","very_crit","foster","3","convenient","inconv","problematic","priority","spec_prior"
"227","usual","proper","completed","2","convenient","convenient","problematic","not_recom","not_recom"
"228","pretentious","proper","complete","1","critical","inconv","nonprob","recommended","very_recom"
"229","pretentious","improper","foster","2","critical","convenient","slightly_prob","recommended","priority"
"230","pretentious","improper","incomplete","1","convenient","inconv","nonprob","priority","priority"
"231","usual","critical","incomplete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"232","usual","improper","incomplete","2","critical","inconv","problematic","recommended","priority"
"233","usual","proper","incomplete","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"234","usual","improper","complete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"235","pretentious","very_crit","foster","2","critical","inconv","slightly_prob","not_recom","not_recom"
"236","great_pret","less_proper","foster","3","convenient","convenient","slightly_prob","not_recom","not_recom"
"237","usual","proper","incomplete","2","critical","inconv","problematic","priority","priority"
"238","great_pret","proper","incomplete","2","less_conv","convenient","slightly_prob","recommended","priority"
"239","usual","very_crit","complete","more","convenient","convenient","problematic","recommended","spec_prior"
"240","pretentious","improper","foster","more","convenient","inconv","nonprob","recommended","priority"
"241","usual","very_crit","complete","1","convenient","convenient","slightly_prob","not_recom","not_recom"
"242","pretentious","less_proper","incomplete","1","convenient","convenient","nonprob","priority","priority"
"243","pretentious","improper","foster","3","convenient","inconv","nonprob","priority","spec_prior"
"244","pretentious","critical","complete","2","critical","convenient","nonprob","not_recom","not_recom"
"245","pretentious","improper","foster","2","critical","inconv","slightly_prob","not_recom","not_recom"
"246","usual","critical","completed","more","critical","convenient","nonprob","priority","spec_prior"
"247","great_pret","less_proper","complete","3","less_conv","convenient","problematic","recommended","spec_prior"
"248","pretentious","improper","foster","2","critical","inconv","problematic","not_recom","not_recom"
"249","usual","improper","incomplete","1","critical","inconv","slightly_prob","not_recom","not_recom"
"250","usual","improper","incomplete","3","convenient","inconv","problematic","not_recom","not_recom"
"251","pretentious","less_proper","incomplete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"252","great_pret","improper","incomplete","1","convenient","inconv","problematic","not_recom","not_recom"
"253","pretentious","critical","foster","3","convenient","inconv","problematic","recommended","spec_prior"
"254","great_pret","very_crit","foster","3","convenient","convenient","nonprob","recommended","priority"
"255","pretentious","less_proper","completed","3","convenient","convenient","nonprob","recommended","very_recom"
"256","usual","very_crit","foster","3","convenient","convenient","nonprob","recommended","priority"
"257","great_pret","proper","incomplete","more","critical","convenient","nonprob","recommended","priority"
"258","great_pret","proper","foster","3","critical","convenient","nonprob","recommended","priority"
"259","great_pret","improper","completed","more","critical","inconv","slightly_prob","not_recom","not_recom"
"260","pretentious","very_crit","complete","1","critical","inconv","slightly_prob","priority","spec_prior"
"261","usual","less_proper","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"262","pretentious","very_crit","complete","2","critical","inconv","slightly_prob","recommended","spec_prior"
"263","great_pret","proper","completed","more","critical","inconv","nonprob","priority","spec_prior"
"264","pretentious","very_crit","completed","2","less_conv","inconv","problematic","priority","spec_prior"
"265","great_pret","proper","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"266","usual","less_proper","complete","3","convenient","inconv","problematic","recommended","priority"
"267","great_pret","improper","completed","2","critical","inconv","slightly_prob","recommended","spec_prior"
"268","great_pret","very_crit","foster","more","convenient","inconv","slightly_prob","priority","spec_prior"
"269","great_pret","improper","foster","1","critical","convenient","problematic","not_recom","not_recom"
"270","great_pret","improper","foster","2","convenient","convenient","nonprob","recommended","priority"
"271","pretentious","proper","incomplete","2","convenient","convenient","nonprob","recommended","very_recom"
"272","pretentious","less_proper","completed","more","less_conv","convenient","problematic","priority","priority"
"273","great_pret","proper","foster","3","less_conv","inconv","nonprob","not_recom","not_recom"
"274","great_pret","very_crit","incomplete","3","convenient","convenient","nonprob","recommended","priority"
"275","great_pret","less_proper","complete","3","convenient","convenient","slightly_prob","priority","priority"
"276","usual","very_crit","completed","3","less_conv","inconv","nonprob","priority","spec_prior"
"277","pretentious","critical","incomplete","2","less_conv","inconv","nonprob","recommended","spec_prior"
"278","usual","improper","incomplete","2","convenient","inconv","nonprob","priority","priority"
"279","great_pret","very_crit","incomplete","3","critical","convenient","nonprob","priority","spec_prior"
"280","usual","less_proper","completed","2","less_conv","inconv","slightly_prob","recommended","very_recom"
"281","great_pret","less_proper","foster","3","convenient","convenient","slightly_prob","recommended","priority"
"282","great_pret","critical","complete","1","less_conv","inconv","slightly_prob","recommended","priority"
"283","pretentious","improper","complete","1","less_conv","inconv","problematic","priority","priority"
"284","pretentious","critical","foster","2","less_conv","convenient","nonprob","priority","spec_prior"
"285","usual","improper","incomplete","1","critical","inconv","problematic","priority","priority"
"286","usual","less_proper","foster","2","critical","inconv","nonprob","recommended","priority"
"287","usual","very_crit","completed","more","less_conv","convenient","nonprob","recommended","spec_prior"
"288","pretentious","less_proper","completed","more","convenient","convenient","nonprob","not_recom","not_recom"
"289","usual","proper","foster","2","convenient","convenient","problematic","priority","priority"
"290","pretentious","very_crit","completed","1","critical","inconv","slightly_prob","priority","spec_prior"
"291","usual","less_proper","completed","more","convenient","inconv","problematic","recommended","priority"
"292","usual","improper","foster","2","critical","convenient","slightly_prob","recommended","priority"
"293","great_pret","improper","completed","more","convenient","convenient","nonprob","priority","spec_prior"
"294","great_pret","very_crit","foster","3","less_conv","convenient","slightly_prob","recommended","spec_prior"
"295","usual","improper","completed","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"296","pretentious","improper","complete","more","convenient","inconv","slightly_prob","priority","spec_prior"
"297","usual","critical","incomplete","1","convenient","inconv","nonprob","priority","priority"
"298","usual","improper","incomplete","more","convenient","inconv","problematic","priority","priority"
"299","pretentious","improper","foster","more","critical","inconv","slightly_prob","not_recom","not_recom"
"300","usual","less_proper","incomplete","1","critical","inconv","slightly_prob","not_recom","not_recom"
"301","pretentious","improper","incomplete","3","less_conv","inconv","problematic","priority","spec_prior"
"302","pretentious","critical","foster","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"303","great_pret","proper","completed","3","less_conv","convenient","nonprob","recommended","priority"
"304","great_pret","less_proper","foster","1","less_conv","convenient","problematic","not_recom","not_recom"
"305","pretentious","proper","foster","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"306","great_pret","less_proper","complete","1","less_conv","inconv","nonprob","priority","priority"
"307","pretentious","less_proper","completed","1","convenient","convenient","problematic","recommended","priority"
"308","pretentious","less_proper","foster","1","less_conv","convenient","slightly_prob","recommended","priority"
"309","great_pret","critical","incomplete","more","less_conv","convenient","slightly_prob","priority","spec_prior"
"310","pretentious","proper","complete","2","convenient","inconv","slightly_prob","priority","priority"
"311","pretentious","less_proper","complete","3","critical","inconv","problematic","not_recom","not_recom"
"312","usual","less_proper","foster","more","less_conv","inconv","problematic","recommended","priority"
"313","great_pret","very_crit","incomplete","2","convenient","convenient","nonprob","not_recom","not_recom"
"314","pretentious","proper","completed","more","convenient","convenient","nonprob","not_recom","not_recom"
"315","usual","improper","complete","2","critical","inconv","problematic","priority","priority"
"316","usual","critical","incomplete","2","less_conv","inconv","slightly_prob","not_recom","not_recom"
"317","great_pret","proper","foster","more","convenient","convenient","nonprob","not_recom","not_recom"
"318","pretentious","improper","completed","1","critical","convenient","problematic","not_recom","not_recom"
"319","great_pret","very_crit","foster","2","critical","convenient","problematic","recommended","spec_prior"
"320","great_pret","proper","incomplete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"321","pretentious","very_crit","incomplete","2","convenient","inconv","slightly_prob","recommended","spec_prior"
"322","usual","very_crit","complete","1","convenient","inconv","nonprob","not_recom","not_recom"
"323","great_pret","proper","completed","more","critical","convenient","slightly_prob","recommended","priority"
"324","great_pret","improper","complete","3","critical","convenient","slightly_prob","priority","spec_prior"
"325","pretentious","critical","incomplete","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"326","usual","very_crit","foster","2","convenient","inconv","slightly_prob","priority","spec_prior"
"327","pretentious","less_proper","complete","1","less_conv","inconv","nonprob","not_recom","not_recom"
"328","pretentious","critical","incomplete","1","critical","convenient","slightly_prob","priority","spec_prior"
"329","pretentious","critical","complete","more","convenient","inconv","problematic","recommended","spec_prior"
"330","pretentious","improper","incomplete","1","critical","convenient","nonprob","priority","spec_prior"
"331","great_pret","improper","complete","more","less_conv","inconv","slightly_prob","not_recom","not_recom"
"332","usual","improper","incomplete","1","convenient","convenient","nonprob","not_recom","not_recom"
"333","pretentious","less_proper","completed","2","critical","convenient","problematic","recommended","priority"
"334","great_pret","improper","incomplete","1","critical","inconv","nonprob","not_recom","not_recom"
"335","pretentious","critical","foster","2","less_conv","convenient","nonprob","recommended","spec_prior"
"336","usual","proper","foster","1","less_conv","inconv","problematic","recommended","priority"
"337","great_pret","very_crit","foster","3","less_conv","convenient","slightly_prob","priority","spec_prior"
"338","pretentious","critical","complete","more","convenient","convenient","problematic","priority","spec_prior"
"339","great_pret","critical","complete","3","less_conv","convenient","nonprob","priority","spec_prior"
"340","usual","less_proper","foster","1","critical","inconv","slightly_prob","priority","priority"
"341","pretentious","improper","incomplete","2","convenient","convenient","problematic","recommended","priority"
"342","usual","very_crit","completed","3","less_conv","inconv","problematic","recommended","spec_prior"
"343","great_pret","proper","incomplete","3","convenient","convenient","nonprob","recommended","priority"
"344","usual","very_crit","incomplete","more","convenient","convenient","nonprob","priority","spec_prior"
"345","great_pret","less_proper","foster","1","convenient","convenient","nonprob","recommended","priority"
"346","pretentious","very_crit","completed","more","less_conv","convenient","slightly_prob","recommended","spec_prior"
"347","great_pret","very_crit","complete","2","critical","inconv","slightly_prob","recommended","spec_prior"
"348","great_pret","improper","incomplete","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"349","pretentious","less_proper","completed","more","convenient","convenient","slightly_prob","priority","priority"
