"","parents","has_nurs","form","children","housing","finance","social","health","class"
"109","great_pret","very_crit","completed","2","critical","convenient","nonprob","recommended","spec_prior"
"110","usual","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"111","great_pret","improper","complete","2","less_conv","convenient","nonprob","not_recom","not_recom"
"112","usual","proper","completed","1","critical","convenient","nonprob","not_recom","priority"
"113","great_pret","critical","completed","2","convenient","convenient","nonprob","recommended","not_recom"
"114","great_pret","very_crit","completed","2","less_conv","convenient","nonprob","not_recom","not_recom"
"115","pretentious","proper","completed","2","convenient","convenient","slightly_prob","not_recom","priority"
"116","great_pret","very_crit","completed","2","critical","inconv","nonprob","not_recom","not_recom"
"117","great_pret","proper","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"118","pretentious","critical","completed","3","critical","convenient","problematic","not_recom","not_recom"
"119","great_pret","proper","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"120","pretentious","proper","completed","more","convenient","inconv","nonprob","priority","priority"
"121","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"122","great_pret","proper","complete","2","critical","convenient","problematic","recommended","priority"
"123","pretentious","improper","completed","2","convenient","convenient","slightly_prob","not_recom","not_recom"
"124","great_pret","less_proper","completed","3","convenient","convenient","nonprob","priority","not_recom"
"125","great_pret","very_crit","completed","2","critical","convenient","nonprob","priority","spec_prior"
"126","pretentious","very_crit","foster","more","critical","convenient","problematic","priority","not_recom"
"127","usual","very_crit","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"128","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","priority"
"129","usual","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"130","pretentious","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"131","great_pret","critical","completed","more","convenient","convenient","nonprob","not_recom","not_recom"
"132","great_pret","critical","completed","2","critical","inconv","slightly_prob","priority","spec_prior"
"133","great_pret","very_crit","foster","2","convenient","convenient","slightly_prob","recommended","spec_prior"
"134","great_pret","very_crit","completed","2","critical","inconv","nonprob","recommended","not_recom"
"135","pretentious","very_crit","completed","1","less_conv","convenient","nonprob","not_recom","not_recom"
"136","great_pret","improper","completed","1","convenient","convenient","nonprob","not_recom","not_recom"
"137","great_pret","very_crit","completed","more","critical","convenient","problematic","not_recom","not_recom"
"138","pretentious","less_proper","complete","more","critical","inconv","nonprob","not_recom","not_recom"
"139","great_pret","less_proper","completed","2","critical","inconv","problematic","not_recom","priority"
"140","great_pret","very_crit","incomplete","2","critical","convenient","nonprob","recommended","not_recom"
"141","usual","less_proper","completed","3","convenient","inconv","nonprob","recommended","not_recom"
"142","pretentious","very_crit","complete","2","less_conv","convenient","problematic","not_recom","not_recom"
"143","great_pret","very_crit","complete","2","convenient","convenient","nonprob","priority","not_recom"
"144","great_pret","very_crit","completed","2","less_conv","convenient","nonprob","not_recom","not_recom"
"145","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"146","great_pret","less_proper","incomplete","1","critical","convenient","problematic","not_recom","not_recom"
"147","great_pret","very_crit","completed","2","convenient","convenient","problematic","not_recom","not_recom"
"148","pretentious","proper","completed","2","critical","convenient","slightly_prob","priority","priority"
"149","pretentious","very_crit","complete","2","less_conv","convenient","problematic","recommended","spec_prior"
"150","great_pret","very_crit","complete","more","convenient","inconv","nonprob","not_recom","not_recom"
"151","great_pret","very_crit","foster","3","less_conv","convenient","nonprob","recommended","priority"
"152","great_pret","improper","complete","2","convenient","inconv","slightly_prob","priority","spec_prior"
"153","great_pret","very_crit","completed","2","critical","inconv","nonprob","not_recom","not_recom"
"154","great_pret","proper","incomplete","2","less_conv","convenient","slightly_prob","not_recom","not_recom"
"155","pretentious","very_crit","incomplete","more","convenient","convenient","nonprob","not_recom","not_recom"
"156","great_pret","very_crit","foster","2","critical","convenient","nonprob","recommended","not_recom"
"157","great_pret","very_crit","incomplete","2","convenient","inconv","nonprob","recommended","priority"
"158","pretentious","very_crit","foster","3","convenient","convenient","slightly_prob","recommended","priority"
"159","great_pret","very_crit","incomplete","2","less_conv","convenient","problematic","not_recom","spec_prior"
"160","usual","improper","foster","3","less_conv","convenient","slightly_prob","priority","not_recom"
"161","great_pret","very_crit","completed","2","critical","convenient","slightly_prob","not_recom","not_recom"
"162","great_pret","very_crit","completed","2","critical","inconv","nonprob","recommended","not_recom"
"163","great_pret","very_crit","complete","2","critical","convenient","nonprob","not_recom","not_recom"
"164","great_pret","very_crit","complete","2","critical","inconv","problematic","not_recom","spec_prior"
"165","usual","critical","incomplete","2","critical","convenient","nonprob","not_recom","priority"
"166","pretentious","improper","incomplete","more","less_conv","inconv","nonprob","not_recom","not_recom"
"167","great_pret","improper","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
"168","pretentious","proper","completed","3","critical","convenient","slightly_prob","not_recom","not_recom"
"169","great_pret","improper","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
"170","usual","improper","completed","more","less_conv","convenient","nonprob","priority","not_recom"
"171","great_pret","very_crit","complete","2","critical","inconv","nonprob","not_recom","not_recom"
"172","great_pret","very_crit","completed","1","convenient","convenient","nonprob","priority","priority"
"173","great_pret","very_crit","complete","2","critical","inconv","nonprob","priority","not_recom"
"174","usual","very_crit","completed","2","convenient","convenient","problematic","recommended","spec_prior"
"175","great_pret","very_crit","incomplete","2","critical","convenient","nonprob","not_recom","spec_prior"
"176","pretentious","critical","foster","more","critical","convenient","nonprob","not_recom","spec_prior"
"177","great_pret","critical","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"178","usual","very_crit","completed","2","convenient","convenient","nonprob","recommended","not_recom"
"179","great_pret","very_crit","completed","2","critical","inconv","nonprob","not_recom","spec_prior"
"180","great_pret","proper","foster","2","convenient","convenient","nonprob","not_recom","not_recom"
"181","great_pret","very_crit","complete","3","critical","convenient","nonprob","not_recom","spec_prior"
"182","great_pret","very_crit","complete","2","less_conv","convenient","slightly_prob","not_recom","not_recom"
"183","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"184","usual","very_crit","complete","2","critical","convenient","problematic","not_recom","not_recom"
"185","great_pret","critical","incomplete","1","critical","convenient","problematic","not_recom","not_recom"
"186","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"187","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"188","great_pret","very_crit","complete","2","critical","convenient","problematic","priority","priority"
"189","usual","very_crit","incomplete","2","convenient","convenient","slightly_prob","not_recom","not_recom"
"190","great_pret","less_proper","completed","1","critical","convenient","slightly_prob","not_recom","spec_prior"
"191","great_pret","proper","incomplete","1","critical","convenient","slightly_prob","not_recom","priority"
"192","great_pret","very_crit","complete","2","critical","inconv","nonprob","not_recom","priority"
"193","great_pret","less_proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"194","usual","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"195","great_pret","improper","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"196","great_pret","very_crit","incomplete","2","critical","convenient","nonprob","not_recom","not_recom"
"197","great_pret","less_proper","incomplete","2","critical","convenient","nonprob","not_recom","not_recom"
"198","pretentious","critical","completed","2","critical","convenient","nonprob","recommended","not_recom"
"199","great_pret","critical","completed","2","convenient","convenient","nonprob","not_recom","not_recom"
"200","great_pret","very_crit","complete","1","critical","convenient","nonprob","not_recom","priority"
"201","great_pret","critical","completed","more","critical","convenient","slightly_prob","not_recom","not_recom"
"202","usual","less_proper","completed","more","critical","inconv","problematic","recommended","not_recom"
"203","great_pret","very_crit","foster","2","critical","inconv","nonprob","not_recom","priority"
"204","great_pret","very_crit","incomplete","2","critical","convenient","slightly_prob","not_recom","not_recom"
"205","pretentious","improper","completed","3","convenient","convenient","problematic","recommended","priority"
"206","great_pret","less_proper","completed","1","convenient","convenient","problematic","not_recom","not_recom"
"207","great_pret","very_crit","complete","2","critical","convenient","slightly_prob","not_recom","priority"
"208","pretentious","very_crit","complete","3","critical","inconv","nonprob","recommended","not_recom"
"209","great_pret","proper","completed","more","critical","inconv","problematic","not_recom","priority"
"210","pretentious","proper","completed","2","less_conv","convenient","problematic","not_recom","not_recom"
"211","great_pret","improper","completed","more","convenient","inconv","problematic","recommended","spec_prior"
"212","usual","less_proper","incomplete","1","critical","convenient","nonprob","recommended","priority"
"213","pretentious","very_crit","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"214","great_pret","less_proper","completed","1","less_conv","convenient","nonprob","not_recom","not_recom"
"215","usual","very_crit","incomplete","2","less_conv","convenient","nonprob","not_recom","not_recom"
"216","great_pret","very_crit","completed","3","less_conv","convenient","nonprob","recommended","not_recom"
"217","great_pret","less_proper","complete","2","critical","inconv","nonprob","recommended","priority"
"218","usual","very_crit","completed","3","less_conv","convenient","nonprob","recommended","spec_prior"
"219","great_pret","less_proper","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"220","great_pret","very_crit","foster","3","critical","convenient","nonprob","priority","spec_prior"
"221","usual","very_crit","complete","3","convenient","inconv","problematic","priority","spec_prior"
"222","great_pret","very_crit","foster","2","less_conv","convenient","problematic","not_recom","not_recom"
"223","great_pret","very_crit","incomplete","2","critical","convenient","slightly_prob","not_recom","not_recom"
"224","great_pret","improper","completed","2","critical","inconv","slightly_prob","recommended","priority"
"225","pretentious","proper","completed","2","convenient","convenient","slightly_prob","not_recom","not_recom"
"226","pretentious","very_crit","foster","2","convenient","convenient","problematic","not_recom","not_recom"
"227","usual","proper","completed","2","critical","convenient","problematic","not_recom","not_recom"
"228","pretentious","proper","completed","1","critical","inconv","nonprob","not_recom","not_recom"
"229","pretentious","very_crit","completed","2","critical","convenient","slightly_prob","recommended","not_recom"
"230","pretentious","very_crit","incomplete","2","convenient","convenient","nonprob","priority","priority"
"231","great_pret","very_crit","incomplete","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"232","great_pret","very_crit","incomplete","2","critical","inconv","nonprob","not_recom","priority"
"233","usual","proper","completed","2","less_conv","convenient","nonprob","not_recom","not_recom"
"234","great_pret","very_crit","complete","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"235","pretentious","very_crit","foster","2","critical","inconv","nonprob","not_recom","not_recom"
"236","great_pret","very_crit","foster","2","critical","convenient","slightly_prob","not_recom","not_recom"
"237","usual","proper","completed","2","critical","inconv","nonprob","not_recom","not_recom"
"238","great_pret","proper","incomplete","2","critical","convenient","nonprob","recommended","priority"
"239","usual","very_crit","complete","2","convenient","convenient","problematic","recommended","spec_prior"
"240","pretentious","improper","foster","more","convenient","inconv","nonprob","not_recom","not_recom"
"241","usual","very_crit","completed","1","critical","convenient","nonprob","not_recom","not_recom"
"242","great_pret","less_proper","completed","2","convenient","convenient","nonprob","not_recom","not_recom"
"243","great_pret","very_crit","foster","3","critical","convenient","nonprob","priority","spec_prior"
"244","pretentious","very_crit","complete","2","critical","convenient","nonprob","not_recom","not_recom"
"245","pretentious","very_crit","completed","2","critical","convenient","slightly_prob","not_recom","not_recom"
"246","usual","critical","completed","2","critical","convenient","nonprob","not_recom","spec_prior"
"247","great_pret","less_proper","complete","3","less_conv","convenient","nonprob","recommended","not_recom"
"248","pretentious","improper","foster","2","critical","inconv","nonprob","not_recom","not_recom"
"249","great_pret","very_crit","incomplete","2","critical","inconv","slightly_prob","not_recom","not_recom"
"250","usual","very_crit","completed","2","convenient","convenient","nonprob","not_recom","not_recom"
"251","great_pret","very_crit","completed","2","convenient","inconv","nonprob","not_recom","not_recom"
"252","great_pret","very_crit","completed","1","critical","convenient","problematic","not_recom","not_recom"
"253","pretentious","critical","foster","2","convenient","convenient","nonprob","not_recom","spec_prior"
"254","great_pret","very_crit","foster","3","convenient","convenient","nonprob","not_recom","not_recom"
"255","pretentious","very_crit","completed","3","critical","convenient","nonprob","recommended","very_recom"
"256","great_pret","very_crit","completed","3","convenient","convenient","nonprob","not_recom","priority"
"257","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","priority"
"258","great_pret","proper","foster","2","critical","convenient","nonprob","recommended","not_recom"
"259","great_pret","improper","completed","more","critical","inconv","slightly_prob","not_recom","not_recom"
"260","great_pret","very_crit","completed","2","critical","convenient","slightly_prob","priority","spec_prior"
"261","usual","less_proper","foster","more","less_conv","inconv","slightly_prob","not_recom","priority"
"262","pretentious","very_crit","complete","2","critical","inconv","slightly_prob","not_recom","spec_prior"
"263","great_pret","very_crit","completed","2","critical","convenient","nonprob","priority","spec_prior"
"264","great_pret","very_crit","completed","2","less_conv","inconv","nonprob","not_recom","spec_prior"
"265","great_pret","proper","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"266","usual","less_proper","complete","3","critical","inconv","problematic","recommended","priority"
"267","great_pret","very_crit","completed","2","critical","inconv","nonprob","recommended","not_recom"
"268","great_pret","very_crit","foster","more","convenient","inconv","slightly_prob","not_recom","spec_prior"
"269","great_pret","very_crit","foster","2","critical","convenient","problematic","not_recom","not_recom"
"270","great_pret","improper","completed","2","critical","convenient","nonprob","not_recom","priority"
"271","pretentious","proper","incomplete","2","critical","convenient","nonprob","recommended","very_recom"
"272","great_pret","very_crit","completed","2","less_conv","convenient","problematic","priority","priority"
"273","great_pret","proper","foster","2","less_conv","inconv","nonprob","not_recom","not_recom"
"274","great_pret","very_crit","incomplete","2","critical","convenient","nonprob","recommended","not_recom"
"275","great_pret","very_crit","complete","2","critical","convenient","slightly_prob","priority","priority"
"276","great_pret","very_crit","completed","2","less_conv","convenient","nonprob","not_recom","not_recom"
"277","great_pret","very_crit","completed","2","critical","convenient","nonprob","not_recom","not_recom"
"278","usual","very_crit","completed","2","convenient","convenient","nonprob","priority","priority"
"279","great_pret","very_crit","completed","3","critical","convenient","nonprob","not_recom","not_recom"
"280","usual","less_proper","completed","2","critical","convenient","nonprob","recommended","not_recom"
"281","great_pret","less_proper","completed","3","critical","convenient","slightly_prob","not_recom","not_recom"
"282","great_pret","very_crit","complete","2","less_conv","convenient","slightly_prob","recommended","not_recom"
"283","pretentious","improper","complete","1","less_conv","convenient","problematic","priority","priority"
"284","great_pret","very_crit","completed","2","critical","convenient","nonprob","priority","spec_prior"
"285","usual","improper","incomplete","2","critical","convenient","problematic","not_recom","priority"
"286","usual","very_crit","completed","2","critical","inconv","nonprob","not_recom","priority"
"287","great_pret","very_crit","completed","more","less_conv","convenient","nonprob","recommended","spec_prior"
"288","pretentious","very_crit","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"289","great_pret","proper","completed","2","convenient","convenient","problematic","priority","not_recom"
"290","great_pret","very_crit","completed","2","critical","inconv","slightly_prob","not_recom","not_recom"
"291","great_pret","less_proper","completed","more","convenient","inconv","nonprob","recommended","priority"
"292","usual","improper","foster","2","critical","convenient","nonprob","recommended","priority"
"293","great_pret","improper","completed","more","convenient","convenient","nonprob","priority","not_recom"
"294","great_pret","very_crit","foster","2","critical","convenient","slightly_prob","not_recom","not_recom"
"295","usual","very_crit","completed","more","critical","convenient","slightly_prob","not_recom","not_recom"
"296","great_pret","very_crit","completed","more","critical","convenient","nonprob","priority","not_recom"
"297","great_pret","very_crit","incomplete","1","convenient","inconv","nonprob","priority","not_recom"
"298","usual","very_crit","completed","more","critical","convenient","problematic","not_recom","not_recom"
"299","great_pret","improper","foster","more","critical","inconv","slightly_prob","not_recom","not_recom"
"300","usual","less_proper","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"301","pretentious","improper","completed","3","less_conv","inconv","problematic","priority","not_recom"
"302","great_pret","critical","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"303","great_pret","very_crit","completed","3","less_conv","convenient","nonprob","not_recom","not_recom"
"304","great_pret","less_proper","foster","1","critical","convenient","nonprob","not_recom","not_recom"
"305","pretentious","very_crit","foster","2","critical","inconv","slightly_prob","not_recom","not_recom"
"306","great_pret","less_proper","complete","2","critical","inconv","nonprob","priority","not_recom"
"307","pretentious","very_crit","completed","1","critical","convenient","nonprob","recommended","not_recom"
"308","pretentious","very_crit","completed","2","less_conv","convenient","slightly_prob","recommended","priority"
"309","great_pret","very_crit","incomplete","2","critical","convenient","slightly_prob","priority","spec_prior"
"310","pretentious","proper","completed","2","convenient","convenient","slightly_prob","not_recom","not_recom"
"311","pretentious","less_proper","completed","3","critical","convenient","nonprob","not_recom","not_recom"
"312","usual","less_proper","foster","2","less_conv","convenient","problematic","recommended","priority"
"313","great_pret","very_crit","incomplete","2","convenient","convenient","nonprob","not_recom","not_recom"
"314","great_pret","very_crit","completed","2","convenient","convenient","nonprob","not_recom","not_recom"
"315","great_pret","improper","complete","2","critical","inconv","nonprob","priority","not_recom"
"316","great_pret","very_crit","incomplete","2","critical","inconv","nonprob","not_recom","not_recom"
"317","great_pret","proper","completed","more","convenient","convenient","nonprob","not_recom","not_recom"
"318","great_pret","very_crit","completed","2","critical","convenient","problematic","not_recom","not_recom"
"319","great_pret","very_crit","completed","2","critical","convenient","nonprob","recommended","spec_prior"
"320","great_pret","proper","completed","more","convenient","inconv","nonprob","not_recom","not_recom"
"321","pretentious","very_crit","incomplete","2","convenient","inconv","nonprob","not_recom","not_recom"
"322","usual","very_crit","complete","1","critical","inconv","nonprob","not_recom","not_recom"
"323","great_pret","very_crit","completed","more","critical","convenient","slightly_prob","not_recom","priority"
"324","great_pret","very_crit","completed","2","critical","convenient","nonprob","priority","not_recom"
"325","pretentious","very_crit","incomplete","1","critical","convenient","nonprob","not_recom","not_recom"
"326","usual","very_crit","foster","2","critical","convenient","nonprob","priority","spec_prior"
"327","pretentious","very_crit","complete","2","critical","inconv","nonprob","not_recom","not_recom"
"328","great_pret","very_crit","completed","2","critical","convenient","slightly_prob","not_recom","spec_prior"
"329","pretentious","very_crit","complete","2","critical","inconv","problematic","recommended","spec_prior"
"330","pretentious","improper","completed","1","critical","convenient","nonprob","not_recom","spec_prior"
"331","great_pret","improper","completed","2","critical","inconv","nonprob","not_recom","not_recom"
"332","usual","improper","incomplete","2","convenient","convenient","nonprob","not_recom","not_recom"
"333","great_pret","very_crit","completed","2","critical","convenient","nonprob","recommended","priority"
"334","great_pret","improper","incomplete","2","critical","convenient","nonprob","not_recom","not_recom"
"335","great_pret","critical","completed","2","less_conv","convenient","nonprob","not_recom","spec_prior"
"336","usual","very_crit","foster","1","less_conv","convenient","problematic","not_recom","priority"
"337","great_pret","very_crit","foster","2","less_conv","convenient","slightly_prob","priority","not_recom"
"338","pretentious","critical","completed","more","convenient","convenient","problematic","priority","not_recom"
"339","great_pret","very_crit","complete","3","critical","convenient","nonprob","not_recom","not_recom"
"340","great_pret","very_crit","completed","1","critical","inconv","slightly_prob","not_recom","priority"
"341","great_pret","improper","completed","2","convenient","convenient","problematic","not_recom","not_recom"
"342","usual","very_crit","completed","2","less_conv","inconv","nonprob","not_recom","spec_prior"
"343","great_pret","proper","incomplete","3","critical","convenient","nonprob","not_recom","not_recom"
"344","usual","very_crit","incomplete","more","critical","convenient","nonprob","priority","not_recom"
"345","great_pret","very_crit","completed","2","convenient","convenient","nonprob","not_recom","priority"
