"","parents","has_nurs","form","children","housing","finance","social","health","class"
"75","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"76","usual","proper","incomplete","2","less_conv","inconv","nonprob","recommended","priority"
"77","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"78","pretentious","less_proper","incomplete","3","critical","convenient","problematic","priority","priority"
"79","usual","proper","incomplete","2","convenient","inconv","problematic","recommended","priority"
"80","usual","less_proper","completed","more","convenient","convenient","nonprob","not_recom","not_recom"
"81","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"82","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"83","pretentious","less_proper","incomplete","3","critical","convenient","problematic","recommended","priority"
"84","usual","proper","completed","2","convenient","inconv","slightly_prob","priority","priority"
"85","usual","proper","complete","more","critical","inconv","problematic","not_recom","not_recom"
"86","usual","less_proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"87","pretentious","proper","complete","more","critical","inconv","problematic","recommended","recommended"
"88","great_pret","improper","complete","2","less_conv","inconv","nonprob","recommended","recommended"
"89","great_pret","improper","complete","more","critical","inconv","nonprob","priority","recommended"
"90","pretentious","critical","incomplete","more","convenient","convenient","problematic","not_recom","not_recom"
"91","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"92","great_pret","improper","foster","1","critical","inconv","nonprob","not_recom","not_recom"
"93","pretentious","proper","complete","1","critical","inconv","nonprob","priority","recommended"
"94","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"95","usual","proper","complete","more","critical","inconv","problematic","not_recom","not_recom"
"96","pretentious","very_crit","foster","3","critical","convenient","problematic","not_recom","not_recom"
"97","pretentious","critical","foster","more","less_conv","inconv","nonprob","priority","recommended"
"98","usual","proper","completed","2","convenient","inconv","nonprob","not_recom","not_recom"
"99","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"100","usual","proper","complete","2","convenient","inconv","problematic","recommended","priority"
"101","pretentious","critical","incomplete","3","less_conv","convenient","problematic","not_recom","not_recom"
"102","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"103","great_pret","improper","complete","more","critical","inconv","nonprob","not_recom","not_recom"
"104","great_pret","improper","complete","more","critical","convenient","nonprob","recommended","recommended"
"105","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"106","great_pret","improper","completed","1","critical","inconv","nonprob","not_recom","not_recom"
"107","usual","very_crit","complete","3","less_conv","inconv","problematic","recommended","priority"
"108","usual","critical","completed","2","less_conv","inconv","slightly_prob","not_recom","not_recom"
"109","pretentious","critical","incomplete","3","critical","convenient","problematic","recommended","not_recom"
"110","usual","proper","completed","2","less_conv","inconv","slightly_prob","recommended","priority"
"111","great_pret","improper","completed","more","less_conv","inconv","nonprob","recommended","recommended"
"112","great_pret","improper","complete","more","less_conv","inconv","nonprob","recommended","recommended"
"113","pretentious","less_proper","complete","3","critical","convenient","problematic","recommended","not_recom"
"114","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"115","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"116","great_pret","improper","completed","1","less_conv","inconv","nonprob","not_recom","not_recom"
"117","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"118","great_pret","critical","foster","more","less_conv","inconv","nonprob","recommended","spec_prior"
"119","usual","proper","complete","more","critical","inconv","problematic","priority","recommended"
"120","usual","critical","foster","more","critical","convenient","problematic","recommended","recommended"
"121","great_pret","improper","complete","more","critical","inconv","problematic","recommended","spec_prior"
"122","great_pret","improper","complete","more","less_conv","inconv","nonprob","recommended","recommended"
"123","usual","critical","incomplete","2","convenient","convenient","problematic","priority","not_recom"
"124","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"125","great_pret","improper","complete","more","critical","inconv","nonprob","priority","spec_prior"
"126","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"127","pretentious","very_crit","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"128","pretentious","less_proper","incomplete","3","critical","convenient","problematic","priority","not_recom"
"129","usual","proper","complete","2","convenient","inconv","problematic","recommended","priority"
"130","pretentious","less_proper","incomplete","3","convenient","convenient","slightly_prob","recommended","very_recom"
"131","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"132","pretentious","critical","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"133","pretentious","less_proper","foster","3","less_conv","convenient","problematic","priority","not_recom"
"134","great_pret","improper","complete","more","critical","inconv","slightly_prob","not_recom","not_recom"
"135","great_pret","critical","foster","more","less_conv","convenient","nonprob","priority","spec_prior"
"136","pretentious","less_proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"137","pretentious","proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"138","great_pret","improper","complete","more","critical","convenient","problematic","not_recom","not_recom"
"139","great_pret","improper","complete","more","critical","inconv","nonprob","not_recom","not_recom"
"140","usual","proper","incomplete","2","convenient","inconv","slightly_prob","recommended","priority"
"141","usual","proper","complete","2","convenient","inconv","slightly_prob","recommended","priority"
"142","great_pret","improper","completed","more","less_conv","inconv","nonprob","not_recom","not_recom"
"143","usual","very_crit","completed","2","convenient","inconv","nonprob","not_recom","not_recom"
"144","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"145","usual","improper","foster","more","less_conv","inconv","nonprob","not_recom","not_recom"
"146","great_pret","improper","complete","more","critical","convenient","nonprob","recommended","recommended"
"147","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"148","pretentious","less_proper","incomplete","3","critical","convenient","nonprob","not_recom","not_recom"
"149","great_pret","improper","completed","more","convenient","inconv","nonprob","not_recom","not_recom"
"150","usual","proper","complete","2","convenient","inconv","slightly_prob","priority","priority"
"151","usual","proper","complete","2","convenient","inconv","problematic","recommended","priority"
"152","pretentious","critical","incomplete","3","critical","inconv","problematic","recommended","not_recom"
"153","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"154","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"155","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"156","pretentious","less_proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"157","pretentious","less_proper","completed","3","less_conv","convenient","problematic","priority","priority"
"158","great_pret","proper","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"159","pretentious","critical","incomplete","3","critical","convenient","nonprob","not_recom","not_recom"
"160","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"161","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"162","usual","proper","completed","2","less_conv","inconv","slightly_prob","not_recom","priority"
"163","pretentious","less_proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"164","pretentious","critical","incomplete","more","critical","convenient","nonprob","not_recom","not_recom"
"165","pretentious","proper","completed","2","convenient","inconv","nonprob","not_recom","not_recom"
"166","usual","proper","completed","2","critical","inconv","slightly_prob","recommended","priority"
"167","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"168","pretentious","improper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"169","usual","proper","complete","more","critical","inconv","problematic","recommended","recommended"
"170","great_pret","improper","complete","more","less_conv","inconv","nonprob","recommended","recommended"
"171","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"172","usual","very_crit","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"173","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"174","usual","improper","foster","1","less_conv","inconv","nonprob","not_recom","not_recom"
"175","great_pret","very_crit","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"176","great_pret","critical","foster","more","less_conv","convenient","nonprob","recommended","spec_prior"
"177","pretentious","proper","complete","more","critical","inconv","problematic","priority","recommended"
"178","pretentious","critical","incomplete","2","convenient","convenient","problematic","priority","not_recom"
"179","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"180","pretentious","critical","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"181","usual","less_proper","completed","2","convenient","inconv","nonprob","recommended","priority"
"182","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"183","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"184","usual","proper","complete","more","convenient","inconv","problematic","priority","priority"
"185","pretentious","critical","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"186","great_pret","improper","completed","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"187","pretentious","less_proper","complete","3","critical","convenient","problematic","priority","not_recom"
"188","great_pret","improper","complete","1","critical","inconv","nonprob","recommended","recommended"
"189","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"190","great_pret","very_crit","complete","1","less_conv","inconv","nonprob","recommended","spec_prior"
"191","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"192","usual","proper","foster","2","convenient","inconv","slightly_prob","recommended","priority"
"193","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"194","great_pret","improper","complete","1","critical","inconv","nonprob","recommended","recommended"
"195","pretentious","less_proper","incomplete","1","critical","convenient","problematic","not_recom","not_recom"
"196","great_pret","improper","foster","more","less_conv","inconv","nonprob","recommended","recommended"
"197","pretentious","very_crit","incomplete","3","critical","inconv","problematic","not_recom","not_recom"
"198","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"199","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"200","usual","proper","completed","2","convenient","inconv","slightly_prob","priority","priority"
"201","great_pret","very_crit","completed","2","convenient","inconv","slightly_prob","recommended","spec_prior"
"202","pretentious","proper","complete","1","critical","inconv","problematic","priority","not_recom"
"203","great_pret","very_crit","completed","more","critical","inconv","nonprob","recommended","recommended"
"204","usual","proper","foster","2","convenient","inconv","slightly_prob","recommended","priority"
"205","pretentious","less_proper","complete","3","less_conv","convenient","problematic","priority","priority"
"206","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"207","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"208","usual","less_proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"209","usual","proper","complete","2","convenient","inconv","problematic","recommended","priority"
"210","pretentious","very_crit","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"211","great_pret","less_proper","foster","1","critical","inconv","nonprob","not_recom","not_recom"
"212","pretentious","less_proper","completed","3","convenient","convenient","problematic","not_recom","not_recom"
"213","great_pret","improper","completed","1","less_conv","inconv","nonprob","not_recom","not_recom"
"214","great_pret","improper","completed","more","less_conv","inconv","nonprob","recommended","recommended"
"215","pretentious","critical","incomplete","2","critical","convenient","slightly_prob","not_recom","not_recom"
"216","pretentious","critical","foster","2","critical","convenient","problematic","not_recom","not_recom"
"217","great_pret","very_crit","complete","more","convenient","inconv","nonprob","recommended","spec_prior"
"218","great_pret","critical","incomplete","2","less_conv","convenient","problematic","recommended","not_recom"
"219","great_pret","improper","completed","1","less_conv","convenient","slightly_prob","not_recom","not_recom"
"220","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"221","usual","less_proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"222","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"223","pretentious","critical","incomplete","2","convenient","convenient","problematic","priority","not_recom"
"224","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"225","pretentious","improper","incomplete","3","critical","convenient","problematic","priority","not_recom"
"226","pretentious","improper","completed","2","convenient","convenient","slightly_prob","priority","priority"
"227","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"228","great_pret","improper","completed","more","critical","convenient","nonprob","recommended","recommended"
"229","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"230","usual","critical","incomplete","2","convenient","inconv","problematic","priority","priority"
"231","great_pret","critical","completed","2","less_conv","inconv","nonprob","priority","spec_prior"
"232","great_pret","critical","foster","more","less_conv","inconv","slightly_prob","recommended","spec_prior"
"233","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"234","great_pret","very_crit","complete","more","critical","inconv","nonprob","priority","recommended"
"235","pretentious","very_crit","completed","more","critical","inconv","nonprob","recommended","spec_prior"
"236","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"237","great_pret","improper","complete","more","critical","inconv","nonprob","priority","spec_prior"
"238","pretentious","critical","incomplete","3","less_conv","convenient","nonprob","not_recom","not_recom"
"239","usual","proper","foster","2","less_conv","inconv","slightly_prob","not_recom","priority"
"240","great_pret","improper","complete","1","critical","inconv","nonprob","recommended","recommended"
"241","usual","proper","complete","more","critical","inconv","problematic","recommended","recommended"
"242","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"243","great_pret","improper","complete","more","critical","convenient","nonprob","recommended","spec_prior"
"244","pretentious","critical","foster","3","critical","convenient","problematic","priority","not_recom"
"245","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"246","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"247","usual","proper","foster","2","convenient","inconv","slightly_prob","recommended","priority"
"248","usual","improper","foster","1","critical","convenient","slightly_prob","not_recom","not_recom"
"249","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"250","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"251","great_pret","improper","foster","more","less_conv","inconv","nonprob","recommended","recommended"
"252","pretentious","critical","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"253","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"254","usual","proper","complete","2","convenient","inconv","slightly_prob","priority","priority"
"255","usual","less_proper","completed","2","convenient","inconv","slightly_prob","priority","priority"
"256","great_pret","very_crit","complete","more","critical","convenient","nonprob","recommended","spec_prior"
"257","pretentious","critical","incomplete","1","critical","convenient","problematic","not_recom","not_recom"
"258","pretentious","less_proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"259","usual","proper","incomplete","more","convenient","inconv","slightly_prob","recommended","priority"
"260","pretentious","proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"261","usual","less_proper","complete","2","convenient","inconv","problematic","not_recom","not_recom"
"262","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"263","pretentious","critical","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"264","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"265","usual","proper","foster","2","convenient","inconv","slightly_prob","recommended","priority"
"266","great_pret","improper","complete","3","less_conv","inconv","nonprob","recommended","recommended"
"267","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"268","usual","proper","complete","2","convenient","convenient","slightly_prob","recommended","priority"
"269","pretentious","critical","incomplete","2","convenient","convenient","problematic","priority","not_recom"
"270","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"271","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"272","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"273","usual","proper","incomplete","2","convenient","inconv","slightly_prob","not_recom","priority"
"274","pretentious","less_proper","incomplete","3","critical","inconv","problematic","not_recom","not_recom"
"275","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"276","great_pret","very_crit","foster","more","less_conv","inconv","nonprob","recommended","recommended"
"277","pretentious","critical","incomplete","2","convenient","convenient","problematic","priority","not_recom"
"278","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"279","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","very_recom"
"280","pretentious","less_proper","incomplete","3","convenient","convenient","problematic","priority","priority"
"281","usual","proper","completed","1","less_conv","inconv","nonprob","not_recom","not_recom"
"282","pretentious","critical","incomplete","3","critical","convenient","problematic","priority","spec_prior"
"283","usual","proper","foster","more","critical","inconv","nonprob","recommended","recommended"
"284","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"285","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"286","usual","proper","completed","2","convenient","convenient","slightly_prob","recommended","priority"
"287","great_pret","improper","complete","more","critical","inconv","problematic","recommended","recommended"
"288","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"289","pretentious","critical","foster","2","critical","convenient","problematic","not_recom","not_recom"
"290","usual","very_crit","incomplete","2","convenient","inconv","slightly_prob","recommended","priority"
"291","great_pret","very_crit","foster","more","critical","inconv","nonprob","recommended","spec_prior"
"292","pretentious","very_crit","incomplete","3","convenient","convenient","problematic","not_recom","not_recom"
"293","great_pret","very_crit","complete","more","critical","inconv","nonprob","recommended","recommended"
"294","pretentious","less_proper","incomplete","3","critical","convenient","nonprob","not_recom","not_recom"
"295","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"296","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"297","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"298","great_pret","improper","foster","more","less_conv","inconv","nonprob","recommended","recommended"
"299","usual","proper","incomplete","2","convenient","inconv","slightly_prob","recommended","priority"
"300","pretentious","critical","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"301","pretentious","critical","incomplete","1","critical","convenient","nonprob","not_recom","not_recom"
"302","great_pret","improper","complete","more","critical","inconv","nonprob","priority","recommended"
"303","great_pret","very_crit","foster","more","less_conv","inconv","nonprob","recommended","recommended"
"304","great_pret","very_crit","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"305","usual","proper","completed","more","critical","inconv","slightly_prob","recommended","priority"
"306","usual","proper","complete","more","critical","inconv","problematic","recommended","recommended"
"307","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"308","pretentious","proper","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"309","pretentious","less_proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"310","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"311","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"312","great_pret","less_proper","completed","3","less_conv","inconv","nonprob","priority","spec_prior"
"313","pretentious","critical","incomplete","2","convenient","convenient","problematic","priority","not_recom"
"314","usual","proper","complete","2","convenient","inconv","problematic","recommended","priority"
"315","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"316","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
"317","great_pret","improper","complete","more","critical","inconv","nonprob","priority","spec_prior"
"318","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","recommended"
"319","usual","proper","completed","2","less_conv","inconv","slightly_prob","recommended","priority"
"320","pretentious","critical","foster","2","convenient","convenient","problematic","priority","spec_prior"
"321","great_pret","very_crit","completed","more","critical","inconv","nonprob","recommended","recommended"
"322","great_pret","very_crit","completed","2","convenient","inconv","slightly_prob","not_recom","not_recom"
"323","great_pret","improper","complete","1","critical","inconv","problematic","recommended","recommended"
"324","pretentious","critical","incomplete","2","less_conv","convenient","problematic","not_recom","not_recom"
"325","great_pret","improper","foster","more","less_conv","inconv","problematic","recommended","spec_prior"
"326","great_pret","improper","completed","1","less_conv","inconv","nonprob","not_recom","not_recom"
"327","pretentious","critical","incomplete","2","critical","convenient","slightly_prob","not_recom","not_recom"
"328","pretentious","less_proper","incomplete","3","critical","inconv","problematic","not_recom","not_recom"
"329","great_pret","improper","complete","more","less_conv","inconv","nonprob","priority","recommended"
"330","great_pret","improper","completed","1","less_conv","inconv","nonprob","not_recom","not_recom"
"331","pretentious","critical","incomplete","2","critical","convenient","slightly_prob","not_recom","not_recom"
"332","great_pret","improper","incomplete","3","critical","inconv","nonprob","not_recom","not_recom"
"333","great_pret","less_proper","completed","more","critical","convenient","nonprob","priority","spec_prior"
"334","great_pret","proper","completed","2","critical","inconv","slightly_prob","recommended","priority"
"335","pretentious","critical","incomplete","2","critical","convenient","problematic","not_recom","not_recom"
"336","great_pret","critical","complete","more","less_conv","inconv","nonprob","not_recom","not_recom"
"337","pretentious","less_proper","incomplete","3","convenient","convenient","problematic","priority","not_recom"
"338","pretentious","critical","incomplete","2","less_conv","convenient","problematic","recommended","not_recom"
"339","pretentious","critical","incomplete","2","convenient","convenient","slightly_prob","not_recom","not_recom"
"340","usual","proper","incomplete","1","less_conv","inconv","slightly_prob","not_recom","not_recom"
"341","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"342","pretentious","less_proper","incomplete","3","critical","convenient","problematic","not_recom","not_recom"
"343","pretentious","less_proper","incomplete","3","convenient","convenient","slightly_prob","priority","priority"
"344","usual","proper","complete","2","convenient","inconv","problematic","recommended","priority"
"345","great_pret","improper","complete","more","critical","inconv","nonprob","recommended","spec_prior"
"346","great_pret","very_crit","completed","more","critical","inconv","nonprob","recommended","spec_prior"
"347","usual","proper","completed","2","convenient","inconv","slightly_prob","recommended","priority"
"348","great_pret","very_crit","foster","2","critical","inconv","problematic","recommended","spec_prior"
"349","great_pret","very_crit","completed","2","convenient","inconv","nonprob","priority","spec_prior"
"350","pretentious","proper","incomplete","3","critical","convenient","nonprob","not_recom","not_recom"
"351","great_pret","improper","completed","more","critical","inconv","nonprob","not_recom","not_recom"
"352","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"353","usual","proper","completed","2","convenient","inconv","slightly_prob","not_recom","priority"
"354","great_pret","improper","complete","1","critical","inconv","slightly_prob","recommended","recommended"
"355","pretentious","critical","foster","3","critical","inconv","problematic","not_recom","not_recom"
"356","pretentious","critical","incomplete","2","convenient","convenient","problematic","not_recom","not_recom"
