"","parents","has_nurs","form","children","housing","finance","social","health","class"
"58","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"59","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"60","pretentious","very_crit","incomplete","more","less_conv","convenient","problematic","priority","priority"
"61","pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"62","pretentious","very_crit","completed","more","less_conv","inconv","nonprob","priority","priority"
"63","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","priority"
"64","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"65","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"66","pretentious","critical","complete","3","less_conv","inconv","nonprob","priority","spec_prior"
"67","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"68","pretentious","critical","complete","3","less_conv","inconv","slightly_prob","priority","priority"
"69","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"70","great_pret","very_crit","incomplete","2","less_conv","inconv","slightly_prob","priority","priority"
"71","pretentious","proper","completed","3","less_conv","inconv","problematic","recommended","priority"
"72","pretentious","very_crit","complete","more","less_conv","convenient","problematic","priority","priority"
"73","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"74","usual","very_crit","foster","more","less_conv","inconv","nonprob","not_recom","priority"
"75","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"76","pretentious","very_crit","incomplete","more","less_conv","inconv","nonprob","priority","priority"
"77","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"78","pretentious","very_crit","incomplete","more","critical","convenient","slightly_prob","priority","priority"
"79","pretentious","very_crit","incomplete","more","less_conv","inconv","problematic","priority","priority"
"80","usual","less_proper","completed","more","less_conv","inconv","nonprob","priority","priority"
"81","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"82","pretentious","very_crit","complete","more","convenient","inconv","problematic","not_recom","priority"
"83","pretentious","very_crit","incomplete","more","critical","convenient","slightly_prob","recommended","priority"
"84","pretentious","proper","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"85","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"86","usual","less_proper","complete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"87","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"88","pretentious","very_crit","complete","2","less_conv","inconv","nonprob","priority","priority"
"89","great_pret","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"90","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"91","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"92","pretentious","very_crit","foster","more","critical","inconv","slightly_prob","not_recom","priority"
"93","pretentious","proper","complete","1","critical","inconv","slightly_prob","priority","priority"
"94","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"95","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"96","pretentious","very_crit","foster","3","less_conv","inconv","slightly_prob","priority","priority"
"97","pretentious","critical","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"98","pretentious","proper","complete","more","less_conv","inconv","nonprob","not_recom","not_recom"
"99","great_pret","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"100","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"101","pretentious","critical","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"102","pretentious","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"103","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"104","great_pret","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"105","pretentious","very_crit","complete","2","less_conv","convenient","slightly_prob","priority","priority"
"106","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","not_recom","not_recom"
"107","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"108","pretentious","critical","completed","2","less_conv","inconv","slightly_prob","not_recom","priority"
"109","pretentious","critical","complete","more","critical","inconv","slightly_prob","recommended","priority"
"110","usual","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"111","great_pret","very_crit","completed","more","less_conv","inconv","nonprob","priority","priority"
"112","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"113","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","recommended","priority"
"114","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"115","pretentious","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"116","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"117","great_pret","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"118","pretentious","critical","foster","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"119","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"120","usual","critical","foster","more","critical","convenient","problematic","recommended","priority"
"121","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","spec_prior"
"122","pretentious","very_crit","complete","more","less_conv","inconv","nonprob","priority","priority"
"123","usual","very_crit","complete","2","convenient","inconv","problematic","priority","priority"
"124","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"125","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"126","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"127","pretentious","very_crit","complete","3","critical","convenient","slightly_prob","not_recom","priority"
"128","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","priority"
"129","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"130","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","very_recom"
"131","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"132","pretentious","very_crit","complete","more","critical","inconv","problematic","priority","priority"
"133","pretentious","very_crit","foster","3","less_conv","inconv","slightly_prob","priority","priority"
"134","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"135","pretentious","critical","foster","more","less_conv","convenient","slightly_prob","priority","spec_prior"
"136","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","priority"
"137","pretentious","proper","complete","more","critical","inconv","problematic","priority","priority"
"138","great_pret","improper","complete","more","less_conv","convenient","slightly_prob","priority","not_recom"
"139","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"140","pretentious","proper","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"141","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"142","pretentious","improper","completed","more","less_conv","inconv","nonprob","priority","not_recom"
"143","pretentious","very_crit","complete","more","less_conv","inconv","nonprob","not_recom","priority"
"144","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"145","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"146","great_pret","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"147","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"148","pretentious","very_crit","complete","3","less_conv","convenient","nonprob","priority","not_recom"
"149","pretentious","improper","complete","more","convenient","inconv","nonprob","priority","not_recom"
"150","pretentious","proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"151","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"152","pretentious","critical","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"153","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"154","pretentious","very_crit","complete","2","less_conv","inconv","slightly_prob","recommended","priority"
"155","pretentious","very_crit","incomplete","more","less_conv","convenient","slightly_prob","priority","priority"
"156","pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"157","pretentious","very_crit","completed","3","less_conv","inconv","slightly_prob","priority","priority"
"158","great_pret","proper","completed","more","less_conv","inconv","nonprob","priority","not_recom"
"159","pretentious","critical","complete","more","less_conv","inconv","nonprob","priority","priority"
"160","usual","proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"161","pretentious","very_crit","complete","2","less_conv","inconv","slightly_prob","priority","priority"
"162","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"163","pretentious","less_proper","complete","more","critical","inconv","slightly_prob","priority","priority"
"164","pretentious","critical","complete","more","less_conv","inconv","nonprob","priority","not_recom"
"165","pretentious","proper","complete","more","less_conv","inconv","nonprob","priority","priority"
"166","usual","very_crit","completed","more","critical","inconv","slightly_prob","priority","priority"
"167","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"168","pretentious","improper","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"169","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"170","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"171","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"172","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"173","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"174","usual","very_crit","foster","1","less_conv","inconv","slightly_prob","priority","priority"
"175","pretentious","very_crit","complete","more","less_conv","inconv","nonprob","recommended","spec_prior"
"176","great_pret","critical","complete","more","less_conv","convenient","slightly_prob","priority","spec_prior"
"177","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"178","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"179","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"180","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"181","pretentious","less_proper","complete","more","less_conv","inconv","nonprob","recommended","priority"
"182","pretentious","proper","complete","2","less_conv","inconv","slightly_prob","not_recom","priority"
"183","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"184","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"185","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","not_recom"
"186","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"187","pretentious","very_crit","complete","3","less_conv","convenient","slightly_prob","priority","priority"
"188","pretentious","improper","complete","1","critical","inconv","slightly_prob","priority","priority"
"189","usual","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"190","great_pret","very_crit","complete","1","less_conv","inconv","slightly_prob","priority","spec_prior"
"191","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"192","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"193","pretentious","very_crit","complete","more","less_conv","inconv","nonprob","priority","priority"
"194","pretentious","very_crit","complete","more","critical","inconv","slightly_prob","priority","priority"
"195","pretentious","less_proper","complete","1","less_conv","inconv","problematic","priority","priority"
"196","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"197","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"198","pretentious","very_crit","complete","more","less_conv","convenient","problematic","priority","priority"
"199","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"200","pretentious","proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"201","pretentious","very_crit","complete","2","convenient","inconv","slightly_prob","priority","spec_prior"
"202","pretentious","very_crit","complete","1","less_conv","inconv","slightly_prob","priority","priority"
"203","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","recommended","priority"
"204","pretentious","very_crit","foster","2","less_conv","inconv","slightly_prob","recommended","priority"
"205","pretentious","less_proper","complete","3","less_conv","inconv","problematic","priority","priority"
"206","pretentious","proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"207","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"208","pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"209","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"210","pretentious","very_crit","incomplete","more","less_conv","convenient","slightly_prob","priority","priority"
"211","great_pret","less_proper","foster","more","critical","inconv","slightly_prob","priority","priority"
"212","pretentious","less_proper","completed","3","convenient","inconv","problematic","priority","priority"
"213","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"214","pretentious","very_crit","completed","more","less_conv","inconv","nonprob","priority","priority"
"215","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"216","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","not_recom","priority"
"217","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","recommended","spec_prior"
"218","great_pret","very_crit","complete","2","less_conv","convenient","slightly_prob","recommended","priority"
"219","great_pret","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"220","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"221","pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"222","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"223","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"224","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"225","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"226","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"227","pretentious","very_crit","complete","2","less_conv","inconv","slightly_prob","priority","priority"
"228","great_pret","very_crit","completed","more","less_conv","convenient","slightly_prob","priority","priority"
"229","pretentious","very_crit","complete","more","critical","inconv","nonprob","priority","priority"
"230","pretentious","critical","complete","2","convenient","inconv","slightly_prob","priority","priority"
"231","pretentious","critical","complete","2","less_conv","inconv","nonprob","priority","spec_prior"
"232","pretentious","critical","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"233","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"234","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"235","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"236","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"237","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"238","pretentious","critical","complete","more","less_conv","inconv","nonprob","priority","priority"
"239","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","not_recom","priority"
"240","great_pret","very_crit","complete","1","less_conv","inconv","slightly_prob","priority","priority"
"241","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"242","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"243","pretentious","improper","complete","more","critical","convenient","slightly_prob","priority","spec_prior"
"244","pretentious","critical","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"245","pretentious","very_crit","complete","more","critical","inconv","slightly_prob","recommended","priority"
"246","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"247","usual","very_crit","foster","more","less_conv","inconv","slightly_prob","recommended","priority"
"248","usual","improper","foster","more","less_conv","convenient","slightly_prob","not_recom","not_recom"
"249","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"250","usual","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"251","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"252","pretentious","critical","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"253","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"254","usual","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"255","usual","less_proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"256","pretentious","very_crit","complete","more","less_conv","convenient","slightly_prob","recommended","spec_prior"
"257","pretentious","very_crit","complete","1","less_conv","inconv","problematic","not_recom","priority"
"258","pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"259","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"260","pretentious","proper","complete","3","critical","convenient","slightly_prob","priority","priority"
"261","pretentious","less_proper","complete","2","less_conv","inconv","problematic","priority","priority"
"262","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"263","pretentious","very_crit","complete","2","critical","inconv","slightly_prob","not_recom","priority"
"264","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"265","usual","very_crit","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"266","great_pret","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","priority"
"267","pretentious","proper","complete","more","less_conv","inconv","slightly_prob","not_recom","not_recom"
"268","usual","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"269","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"270","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"271","pretentious","proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"272","pretentious","very_crit","complete","2","convenient","inconv","slightly_prob","priority","priority"
"273","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"274","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","not_recom"
"275","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"276","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","recommended","priority"
"277","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"278","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"279","pretentious","very_crit","complete","2","less_conv","inconv","slightly_prob","priority","very_recom"
"280","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"281","pretentious","proper","complete","1","less_conv","inconv","slightly_prob","not_recom","priority"
"282","pretentious","critical","incomplete","more","critical","inconv","problematic","priority","spec_prior"
"283","usual","proper","foster","more","critical","inconv","slightly_prob","recommended","priority"
"284","pretentious","very_crit","complete","more","critical","inconv","slightly_prob","priority","priority"
"285","great_pret","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"286","pretentious","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"287","pretentious","improper","complete","more","less_conv","inconv","problematic","priority","priority"
"288","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"289","pretentious","very_crit","foster","more","less_conv","convenient","slightly_prob","priority","not_recom"
"290","pretentious","very_crit","incomplete","more","less_conv","inconv","slightly_prob","priority","priority"
"291","pretentious","very_crit","foster","more","critical","inconv","slightly_prob","priority","spec_prior"
"292","pretentious","very_crit","complete","more","convenient","inconv","slightly_prob","priority","priority"
"293","great_pret","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"294","pretentious","very_crit","complete","3","less_conv","convenient","nonprob","priority","priority"
"295","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","not_recom","priority"
"296","pretentious","very_crit","complete","more","less_conv","inconv","nonprob","priority","priority"
"297","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"298","pretentious","very_crit","foster","more","less_conv","inconv","nonprob","priority","priority"
"299","pretentious","very_crit","incomplete","2","less_conv","inconv","slightly_prob","recommended","priority"
"300","pretentious","very_crit","complete","more","critical","inconv","problematic","priority","priority"
"301","pretentious","very_crit","incomplete","1","less_conv","inconv","nonprob","not_recom","priority"
"302","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"303","pretentious","very_crit","foster","more","less_conv","inconv","slightly_prob","priority","priority"
"304","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"305","pretentious","very_crit","complete","more","critical","inconv","slightly_prob","priority","priority"
"306","usual","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"307","pretentious","very_crit","complete","more","critical","inconv","nonprob","priority","priority"
"308","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","not_recom"
"309","pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"310","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"311","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"312","great_pret","less_proper","completed","more","less_conv","inconv","nonprob","priority","spec_prior"
"313","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"314","pretentious","very_crit","complete","more","less_conv","inconv","problematic","priority","priority"
"315","pretentious","improper","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"316","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"317","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","spec_prior"
"318","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","recommended","priority"
"319","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"320","pretentious","very_crit","foster","more","less_conv","convenient","slightly_prob","priority","spec_prior"
"321","pretentious","very_crit","completed","more","less_conv","inconv","slightly_prob","priority","priority"
"322","great_pret","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"323","pretentious","very_crit","complete","1","less_conv","inconv","problematic","priority","priority"
"324","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"325","pretentious","improper","foster","more","less_conv","inconv","problematic","priority","spec_prior"
"326","pretentious","very_crit","complete","more","less_conv","inconv","nonprob","priority","not_recom"
"327","pretentious","very_crit","complete","2","critical","convenient","slightly_prob","priority","priority"
"328","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","not_recom"
"329","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","priority"
"330","great_pret","very_crit","complete","more","less_conv","inconv","nonprob","priority","priority"
"331","pretentious","very_crit","complete","more","critical","inconv","slightly_prob","priority","not_recom"
"332","great_pret","very_crit","incomplete","3","less_conv","inconv","slightly_prob","priority","not_recom"
"333","pretentious","less_proper","completed","more","critical","convenient","nonprob","priority","spec_prior"
"334","great_pret","proper","complete","more","critical","inconv","slightly_prob","priority","priority"
"335","pretentious","very_crit","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"336","pretentious","critical","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"337","pretentious","very_crit","complete","3","convenient","inconv","slightly_prob","priority","priority"
"338","pretentious","very_crit","incomplete","2","less_conv","convenient","slightly_prob","recommended","priority"
"339","pretentious","very_crit","complete","more","less_conv","convenient","slightly_prob","priority","priority"
"340","pretentious","very_crit","incomplete","1","less_conv","inconv","slightly_prob","not_recom","priority"
"341","pretentious","very_crit","complete","2","less_conv","inconv","slightly_prob","priority","priority"
"342","pretentious","less_proper","complete","more","less_conv","inconv","problematic","not_recom","not_recom"
"343","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","priority","priority"
