"","parents","has_nurs","form","children","housing","finance","social","health","class"
"82","pretentious","critical","foster","3","convenient","convenient","problematic","not_recom","not_recom"
"83","pretentious","critical","completed","2","critical","convenient","slightly_prob","recommended","priority"
"84","great_pret","proper","completed","3","convenient","convenient","slightly_prob","priority","not_recom"
"85","usual","less_proper","completed","3","critical","convenient","slightly_prob","priority","not_recom"
"86","usual","less_proper","complete","3","critical","convenient","slightly_prob","priority","not_recom"
"87","pretentious","improper","completed","more","critical","convenient","slightly_prob","recommended","not_recom"
"88","great_pret","very_crit","complete","2","less_conv","convenient","nonprob","priority","spec_prior"
"89","great_pret","very_crit","completed","more","less_conv","convenient","slightly_prob","priority","spec_prior"
"90","pretentious","less_proper","completed","more","critical","convenient","slightly_prob","priority","priority"
"91","pretentious","proper","completed","3","less_conv","convenient","problematic","priority","priority"
"92","pretentious","improper","foster","more","critical","inconv","slightly_prob","not_recom","not_recom"
"93","pretentious","proper","completed","3","critical","inconv","slightly_prob","priority","priority"
"94","usual","critical","foster","more","critical","convenient","slightly_prob","priority","priority"
"95","usual","critical","completed","2","critical","convenient","slightly_prob","priority","not_recom"
"96","pretentious","very_crit","foster","3","critical","convenient","slightly_prob","priority","not_recom"
"97","pretentious","critical","foster","more","convenient","inconv","problematic","priority","spec_prior"
"98","pretentious","proper","complete","3","convenient","convenient","slightly_prob","priority","not_recom"
"99","great_pret","proper","complete","3","critical","convenient","slightly_prob","priority","not_recom"
"100","great_pret","critical","complete","3","critical","convenient","slightly_prob","priority","not_recom"
"101","great_pret","critical","incomplete","more","critical","convenient","slightly_prob","not_recom","not_recom"
"102","pretentious","improper","completed","3","critical","convenient","nonprob","recommended","priority"
"103","pretentious","critical","completed","2","convenient","convenient","slightly_prob","not_recom","not_recom"
"104","great_pret","proper","completed","3","critical","convenient","slightly_prob","recommended","not_recom"
"105","great_pret","critical","incomplete","3","critical","convenient","nonprob","not_recom","not_recom"
"106","pretentious","improper","completed","more","convenient","convenient","problematic","not_recom","not_recom"
"107","pretentious","very_crit","completed","3","critical","convenient","slightly_prob","recommended","spec_prior"
"108","usual","critical","completed","2","less_conv","convenient","nonprob","not_recom","not_recom"
"109","pretentious","critical","completed","2","critical","convenient","slightly_prob","recommended","spec_prior"
"110","usual","critical","completed","3","less_conv","convenient","slightly_prob","not_recom","not_recom"
"111","great_pret","very_crit","completed","3","convenient","convenient","nonprob","recommended","not_recom"
"112","usual","proper","completed","1","less_conv","convenient","problematic","priority","not_recom"
"113","pretentious","proper","completed","3","less_conv","convenient","problematic","recommended","not_recom"
"114","pretentious","critical","completed","2","convenient","convenient","problematic","priority","priority"
"115","pretentious","less_proper","completed","3","convenient","convenient","problematic","priority","not_recom"
"116","pretentious","critical","complete","3","critical","inconv","slightly_prob","priority","not_recom"
"117","great_pret","less_proper","completed","1","critical","convenient","slightly_prob","priority","not_recom"
"118","great_pret","critical","foster","more","less_conv","convenient","nonprob","priority","not_recom"
"119","usual","proper","foster","3","critical","inconv","slightly_prob","priority","not_recom"
"120","usual","critical","foster","1","critical","convenient","slightly_prob","recommended","spec_prior"
"121","pretentious","less_proper","completed","3","critical","convenient","slightly_prob","priority","spec_prior"
"122","pretentious","critical","complete","3","convenient","convenient","nonprob","recommended","spec_prior"
"123","usual","very_crit","completed","3","convenient","inconv","problematic","priority","not_recom"
"124","pretentious","improper","completed","2","convenient","convenient","slightly_prob","priority","priority"
"125","pretentious","very_crit","completed","3","critical","inconv","slightly_prob","priority","spec_prior"
"126","usual","critical","incomplete","more","less_conv","convenient","nonprob","not_recom","not_recom"
"127","pretentious","critical","completed","3","critical","convenient","problematic","not_recom","not_recom"
"128","pretentious","critical","completed","3","critical","convenient","slightly_prob","priority","priority"
"129","usual","critical","completed","3","convenient","convenient","problematic","priority","not_recom"
"130","pretentious","proper","completed","3","critical","inconv","slightly_prob","priority","very_recom"
"131","pretentious","less_proper","completed","more","less_conv","convenient","slightly_prob","recommended","not_recom"
"132","pretentious","less_proper","complete","3","critical","inconv","problematic","not_recom","not_recom"
"133","usual","critical","foster","3","less_conv","convenient","slightly_prob","priority","spec_prior"
"134","pretentious","critical","completed","3","critical","inconv","slightly_prob","not_recom","not_recom"
"135","usual","critical","foster","more","less_conv","convenient","nonprob","priority","not_recom"
"136","pretentious","less_proper","completed","3","convenient","convenient","nonprob","priority","not_recom"
"137","pretentious","proper","complete","more","critical","convenient","problematic","recommended","priority"
"138","great_pret","improper","foster","more","critical","convenient","slightly_prob","priority","not_recom"
"139","pretentious","less_proper","foster","3","critical","inconv","slightly_prob","priority","not_recom"
"140","pretentious","proper","incomplete","3","less_conv","convenient","slightly_prob","priority","not_recom"
"141","usual","proper","completed","more","less_conv","inconv","slightly_prob","priority","not_recom"
"142","great_pret","critical","completed","3","less_conv","convenient","nonprob","not_recom","not_recom"
"143","pretentious","very_crit","complete","3","critical","convenient","slightly_prob","not_recom","not_recom"
"144","pretentious","critical","incomplete","3","critical","convenient","nonprob","priority","spec_prior"
"145","usual","critical","completed","3","critical","convenient","slightly_prob","not_recom","not_recom"
"146","great_pret","improper","complete","3","critical","convenient","slightly_prob","priority","spec_prior"
"147","pretentious","critical","completed","3","critical","convenient","slightly_prob","priority","not_recom"
"148","pretentious","improper","foster","3","critical","convenient","nonprob","not_recom","not_recom"
"149","usual","critical","complete","3","convenient","convenient","nonprob","not_recom","not_recom"
"150","pretentious","proper","complete","more","less_conv","inconv","slightly_prob","priority","not_recom"
"151","pretentious","critical","incomplete","2","less_conv","convenient","nonprob","priority","spec_prior"
"152","pretentious","critical","complete","3","critical","inconv","nonprob","recommended","priority"
"153","pretentious","less_proper","completed","3","critical","inconv","slightly_prob","priority","not_recom"
"154","pretentious","very_crit","complete","3","less_conv","inconv","slightly_prob","recommended","not_recom"
"155","great_pret","critical","incomplete","3","convenient","convenient","slightly_prob","priority","not_recom"
"156","pretentious","critical","complete","2","critical","convenient","slightly_prob","not_recom","not_recom"
"157","pretentious","critical","completed","3","less_conv","inconv","slightly_prob","priority","spec_prior"
"158","great_pret","proper","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"159","pretentious","critical","foster","3","critical","inconv","nonprob","priority","spec_prior"
"160","usual","proper","completed","2","less_conv","convenient","nonprob","recommended","not_recom"
"161","pretentious","critical","incomplete","3","critical","inconv","slightly_prob","not_recom","not_recom"
"162","pretentious","critical","completed","3","critical","convenient","slightly_prob","not_recom","not_recom"
"163","pretentious","critical","incomplete","3","critical","convenient","slightly_prob","priority","priority"
"164","pretentious","critical","foster","3","critical","convenient","nonprob","priority","not_recom"
"165","pretentious","proper","incomplete","2","critical","convenient","nonprob","priority","priority"
"166","usual","very_crit","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
"167","pretentious","critical","completed","3","critical","convenient","slightly_prob","priority","not_recom"
"168","pretentious","improper","completed","2","critical","convenient","problematic","priority","spec_prior"
"169","usual","critical","completed","3","critical","convenient","nonprob","priority","not_recom"
"170","usual","improper","complete","3","convenient","inconv","slightly_prob","recommended","not_recom"
"171","great_pret","critical","completed","3","critical","inconv","slightly_prob","priority","not_recom"
"172","pretentious","very_crit","completed","3","critical","inconv","slightly_prob","recommended","spec_prior"
"173","pretentious","critical","foster","3","convenient","inconv","slightly_prob","recommended","not_recom"
"174","usual","less_proper","completed","1","less_conv","convenient","problematic","recommended","priority"
"175","great_pret","critical","complete","3","critical","convenient","slightly_prob","priority","spec_prior"
"176","great_pret","critical","completed","2","critical","convenient","slightly_prob","priority","spec_prior"
"177","pretentious","improper","completed","3","critical","inconv","slightly_prob","priority","spec_prior"
"178","usual","critical","completed","1","less_conv","inconv","problematic","priority","not_recom"
"179","pretentious","critical","completed","3","critical","inconv","slightly_prob","priority","spec_prior"
"180","pretentious","less_proper","incomplete","2","critical","convenient","nonprob","priority","not_recom"
"181","usual","critical","foster","1","critical","convenient","slightly_prob","priority","priority"
"182","pretentious","critical","incomplete","3","less_conv","inconv","nonprob","priority","not_recom"
"183","pretentious","critical","completed","3","less_conv","convenient","slightly_prob","priority","priority"
"184","usual","less_proper","complete","3","less_conv","convenient","nonprob","priority","not_recom"
"185","pretentious","less_proper","foster","2","critical","convenient","problematic","not_recom","not_recom"
"186","usual","critical","completed","3","critical","convenient","slightly_prob","not_recom","not_recom"
"187","pretentious","critical","completed","3","critical","convenient","problematic","not_recom","not_recom"
"188","usual","critical","incomplete","1","critical","convenient","nonprob","not_recom","not_recom"
"189","usual","improper","completed","3","less_conv","convenient","nonprob","priority","not_recom"
"190","great_pret","very_crit","completed","1","less_conv","convenient","nonprob","priority","spec_prior"
"191","pretentious","very_crit","incomplete","2","critical","convenient","problematic","priority","spec_prior"
"192","pretentious","improper","foster","3","convenient","convenient","slightly_prob","priority","priority"
"193","pretentious","critical","completed","3","convenient","inconv","nonprob","priority","not_recom"
"194","pretentious","critical","completed","3","critical","inconv","slightly_prob","priority","spec_prior"
"195","pretentious","less_proper","completed","3","critical","convenient","problematic","recommended","not_recom"
"196","usual","critical","foster","3","convenient","convenient","slightly_prob","priority","not_recom"
"197","pretentious","very_crit","foster","3","critical","inconv","slightly_prob","priority","not_recom"
"198","usual","proper","completed","3","critical","convenient","problematic","not_recom","not_recom"
"199","pretentious","improper","completed","2","critical","convenient","slightly_prob","priority","not_recom"
"200","pretentious","critical","foster","3","critical","convenient","problematic","priority","priority"
"201","great_pret","very_crit","completed","2","critical","inconv","slightly_prob","recommended","not_recom"
"202","pretentious","improper","completed","1","critical","inconv","problematic","priority","not_recom"
"203","pretentious","critical","completed","3","convenient","inconv","slightly_prob","priority","spec_prior"
"204","pretentious","critical","foster","3","less_conv","inconv","slightly_prob","recommended","not_recom"
"205","pretentious","less_proper","complete","3","less_conv","inconv","problematic","recommended","priority"
"206","pretentious","proper","incomplete","3","convenient","convenient","slightly_prob","priority","not_recom"
"207","pretentious","critical","complete","3","critical","convenient","nonprob","priority","spec_prior"
"208","great_pret","critical","foster","1","convenient","convenient","slightly_prob","recommended","not_recom"
"209","pretentious","proper","incomplete","2","critical","inconv","problematic","priority","priority"
"210","great_pret","very_crit","incomplete","3","critical","convenient","slightly_prob","priority","not_recom"
"211","great_pret","less_proper","foster","1","critical","inconv","problematic","not_recom","not_recom"
"212","pretentious","less_proper","completed","3","convenient","inconv","problematic","recommended","priority"
"213","usual","critical","complete","3","critical","convenient","slightly_prob","priority","not_recom"
"214","pretentious","less_proper","completed","1","less_conv","convenient","slightly_prob","recommended","not_recom"
"215","great_pret","critical","foster","3","critical","convenient","slightly_prob","priority","not_recom"
"216","pretentious","critical","foster","more","convenient","inconv","slightly_prob","not_recom","not_recom"
"217","pretentious","improper","incomplete","3","critical","inconv","slightly_prob","recommended","spec_prior"
"218","great_pret","very_crit","completed","2","less_conv","convenient","problematic","recommended","spec_prior"
"219","great_pret","less_proper","completed","more","critical","convenient","slightly_prob","priority","not_recom"
"220","pretentious","critical","completed","2","critical","inconv","slightly_prob","not_recom","not_recom"
"221","usual","critical","incomplete","more","less_conv","inconv","nonprob","not_recom","not_recom"
"222","pretentious","critical","complete","3","critical","inconv","problematic","priority","not_recom"
"223","pretentious","proper","incomplete","2","critical","convenient","nonprob","priority","not_recom"
"224","pretentious","proper","complete","3","critical","inconv","slightly_prob","recommended","very_recom"
"225","pretentious","improper","complete","3","convenient","convenient","problematic","priority","not_recom"
"226","pretentious","improper","completed","3","convenient","convenient","slightly_prob","priority","not_recom"
"227","pretentious","less_proper","incomplete","3","critical","convenient","nonprob","priority","priority"
"228","great_pret","less_proper","completed","more","critical","convenient","nonprob","priority","not_recom"
"229","great_pret","critical","completed","3","critical","convenient","nonprob","recommended","spec_prior"
"230","great_pret","critical","incomplete","2","convenient","convenient","slightly_prob","priority","spec_prior"
"231","pretentious","critical","foster","2","critical","inconv","nonprob","priority","spec_prior"
"232","pretentious","critical","completed","3","critical","inconv","slightly_prob","priority","spec_prior"
"233","pretentious","improper","completed","3","convenient","inconv","slightly_prob","priority","priority"
"234","pretentious","critical","complete","more","convenient","convenient","slightly_prob","priority","not_recom"
"235","pretentious","very_crit","completed","3","less_conv","inconv","slightly_prob","priority","spec_prior"
"236","usual","critical","incomplete","3","critical","inconv","slightly_prob","priority","priority"
"237","great_pret","critical","completed","3","critical","convenient","slightly_prob","priority","spec_prior"
"238","great_pret","critical","incomplete","3","critical","convenient","slightly_prob","recommended","spec_prior"
"239","great_pret","very_crit","foster","3","less_conv","convenient","problematic","not_recom","not_recom"
"240","great_pret","critical","foster","1","critical","inconv","problematic","priority","not_recom"
"241","usual","proper","completed","more","critical","convenient","slightly_prob","recommended","not_recom"
"242","pretentious","improper","completed","3","less_conv","convenient","slightly_prob","priority","not_recom"
"243","pretentious","critical","completed","1","critical","convenient","slightly_prob","recommended","spec_prior"
"244","pretentious","critical","foster","3","less_conv","inconv","slightly_prob","priority","spec_prior"
"245","pretentious","critical","completed","1","critical","inconv","nonprob","recommended","priority"
"246","pretentious","less_proper","completed","3","critical","convenient","slightly_prob","priority","not_recom"
"247","usual","proper","foster","3","critical","convenient","slightly_prob","recommended","not_recom"
"248","usual","improper","foster","more","convenient","convenient","slightly_prob","not_recom","not_recom"
"249","pretentious","critical","completed","3","critical","convenient","slightly_prob","recommended","not_recom"
"250","usual","critical","completed","3","less_conv","convenient","slightly_prob","priority","not_recom"
"251","pretentious","critical","completed","3","convenient","inconv","slightly_prob","priority","not_recom"
"252","pretentious","critical","completed","1","critical","convenient","problematic","priority","spec_prior"
"253","usual","improper","incomplete","3","less_conv","convenient","slightly_prob","priority","priority"
"254","usual","proper","complete","3","convenient","convenient","slightly_prob","priority","not_recom"
"255","usual","critical","complete","3","critical","convenient","problematic","priority","priority"
"256","pretentious","critical","completed","3","critical","convenient","nonprob","priority","spec_prior"
"257","pretentious","critical","completed","3","critical","convenient","problematic","priority","not_recom"
"258","pretentious","less_proper","complete","3","less_conv","convenient","slightly_prob","not_recom","not_recom"
"259","pretentious","less_proper","completed","more","convenient","inconv","nonprob","priority","not_recom"
"260","pretentious","proper","complete","3","critical","convenient","nonprob","priority","spec_prior"
"261","great_pret","less_proper","complete","2","convenient","inconv","problematic","priority","not_recom"
"262","pretentious","critical","incomplete","3","convenient","convenient","problematic","priority","priority"
"263","pretentious","critical","complete","3","critical","convenient","nonprob","not_recom","not_recom"
"264","pretentious","critical","foster","3","critical","convenient","slightly_prob","priority","spec_prior"
"265","usual","less_proper","foster","2","less_conv","inconv","slightly_prob","not_recom","not_recom"
"266","great_pret","very_crit","foster","3","critical","inconv","slightly_prob","priority","spec_prior"
"267","pretentious","proper","completed","3","less_conv","inconv","slightly_prob","not_recom","not_recom"
"268","usual","very_crit","complete","1","convenient","convenient","slightly_prob","priority","priority"
"269","pretentious","critical","foster","3","convenient","convenient","problematic","priority","spec_prior"
"270","pretentious","critical","completed","1","critical","convenient","nonprob","priority","spec_prior"
"271","usual","proper","foster","3","critical","convenient","slightly_prob","recommended","priority"
"272","pretentious","critical","completed","3","convenient","convenient","slightly_prob","recommended","priority"
"273","great_pret","very_crit","incomplete","3","less_conv","inconv","nonprob","priority","not_recom"
"274","pretentious","critical","completed","3","critical","inconv","slightly_prob","not_recom","not_recom"
"275","great_pret","critical","complete","3","critical","convenient","problematic","recommended","priority"
"276","pretentious","very_crit","foster","3","convenient","convenient","slightly_prob","priority","not_recom"
"277","pretentious","critical","completed","more","critical","convenient","slightly_prob","priority","not_recom"
"278","usual","critical","completed","3","critical","convenient","slightly_prob","recommended","priority"
"279","pretentious","critical","completed","2","critical","inconv","nonprob","priority","not_recom"
"280","pretentious","proper","completed","3","critical","convenient","problematic","priority","not_recom"
"281","pretentious","proper","completed","1","critical","inconv","nonprob","priority","not_recom"
"282","great_pret","critical","incomplete","3","critical","convenient","problematic","priority","not_recom"
"283","usual","proper","foster","more","critical","convenient","nonprob","recommended","priority"
"284","pretentious","critical","completed","more","critical","inconv","problematic","recommended","spec_prior"
"285","great_pret","less_proper","completed","3","less_conv","convenient","nonprob","priority","priority"
"286","usual","critical","completed","2","critical","convenient","slightly_prob","priority","priority"
"287","pretentious","improper","complete","1","critical","convenient","problematic","recommended","priority"
"288","pretentious","critical","foster","3","critical","convenient","problematic","recommended","not_recom"
"289","pretentious","critical","completed","3","convenient","convenient","slightly_prob","not_recom","not_recom"
"290","pretentious","very_crit","incomplete","3","critical","inconv","nonprob","priority","not_recom"
"291","pretentious","very_crit","foster","1","critical","convenient","slightly_prob","priority","spec_prior"
"292","pretentious","very_crit","completed","3","convenient","convenient","slightly_prob","not_recom","not_recom"
"293","great_pret","very_crit","complete","more","critical","convenient","nonprob","not_recom","not_recom"
"294","pretentious","critical","completed","3","critical","convenient","nonprob","priority","not_recom"
"295","great_pret","critical","complete","2","critical","convenient","problematic","not_recom","not_recom"
"296","pretentious","improper","completed","3","critical","convenient","slightly_prob","recommended","not_recom"
"297","pretentious","critical","foster","more","less_conv","inconv","slightly_prob","priority","not_recom"
"298","pretentious","critical","completed","more","critical","convenient","nonprob","priority","not_recom"
"299","pretentious","proper","incomplete","2","convenient","convenient","slightly_prob","priority","priority"
"300","great_pret","critical","complete","3","critical","convenient","slightly_prob","priority","spec_prior"
"301","pretentious","very_crit","completed","1","less_conv","inconv","nonprob","not_recom","not_recom"
"302","pretentious","improper","complete","more","critical","convenient","slightly_prob","priority","priority"
"303","pretentious","very_crit","foster","3","less_conv","convenient","slightly_prob","priority","not_recom"
"304","pretentious","very_crit","completed","3","critical","convenient","slightly_prob","priority","not_recom"
"305","usual","critical","incomplete","3","critical","convenient","slightly_prob","recommended","priority"
"306","usual","less_proper","completed","3","critical","inconv","problematic","not_recom","not_recom"
"307","usual","critical","completed","2","critical","convenient","slightly_prob","priority","spec_prior"
"308","pretentious","critical","completed","3","convenient","convenient","nonprob","not_recom","not_recom"
"309","great_pret","critical","incomplete","3","critical","convenient","problematic","recommended","spec_prior"
"310","usual","critical","completed","more","less_conv","convenient","slightly_prob","priority","spec_prior"
"311","pretentious","proper","completed","more","critical","convenient","slightly_prob","priority","not_recom"
"312","great_pret","less_proper","completed","3","less_conv","convenient","nonprob","priority","spec_prior"
"313","pretentious","critical","incomplete","3","convenient","convenient","slightly_prob","priority","spec_prior"
"314","pretentious","very_crit","completed","3","convenient","inconv","slightly_prob","recommended","not_recom"
"315","pretentious","improper","incomplete","3","critical","convenient","slightly_prob","recommended","not_recom"
"316","pretentious","critical","completed","3","critical","inconv","slightly_prob","priority","spec_prior"
"317","pretentious","very_crit","completed","1","convenient","inconv","nonprob","priority","not_recom"
"318","pretentious","critical","completed","more","critical","inconv","nonprob","recommended","not_recom"
"319","pretentious","critical","completed","3","less_conv","convenient","slightly_prob","recommended","priority"
"320","pretentious","very_crit","completed","2","less_conv","convenient","slightly_prob","recommended","not_recom"
"321","pretentious","critical","completed","3","convenient","inconv","slightly_prob","priority","not_recom"
"322","great_pret","very_crit","completed","more","critical","inconv","slightly_prob","priority","not_recom"
"323","pretentious","improper","complete","1","convenient","convenient","problematic","priority","priority"
"324","great_pret","critical","completed","3","less_conv","convenient","slightly_prob","not_recom","not_recom"
"325","great_pret","critical","foster","2","less_conv","convenient","slightly_prob","priority","spec_prior"
"326","great_pret","critical","completed","3","critical","convenient","slightly_prob","not_recom","not_recom"
"327","usual","critical","complete","3","critical","convenient","slightly_prob","priority","priority"
"328","pretentious","critical","completed","3","critical","convenient","slightly_prob","priority","not_recom"
"329","pretentious","critical","foster","3","critical","convenient","nonprob","priority","priority"
"330","great_pret","very_crit","completed","more","critical","convenient","nonprob","priority","spec_prior"
"331","pretentious","less_proper","completed","3","critical","inconv","slightly_prob","not_recom","not_recom"
"332","great_pret","proper","incomplete","3","critical","inconv","problematic","priority","not_recom"
"333","pretentious","critical","completed","2","critical","convenient","slightly_prob","priority","spec_prior"
"334","great_pret","proper","incomplete","3","critical","convenient","slightly_prob","recommended","priority"
"335","pretentious","improper","completed","more","less_conv","convenient","nonprob","priority","not_recom"
"336","great_pret","critical","complete","1","less_conv","convenient","nonprob","priority","not_recom"
"337","usual","less_proper","completed","3","convenient","inconv","slightly_prob","not_recom","not_recom"
"338","pretentious","critical","completed","2","less_conv","convenient","problematic","recommended","spec_prior"
"339","usual","critical","foster","3","critical","convenient","slightly_prob","priority","not_recom"
"340","pretentious","critical","completed","1","less_conv","inconv","slightly_prob","priority","not_recom"
"341","pretentious","improper","completed","3","critical","convenient","nonprob","priority","not_recom"
"342","pretentious","critical","foster","3","convenient","inconv","slightly_prob","priority","not_recom"
"343","pretentious","less_proper","foster","3","critical","inconv","slightly_prob","priority","not_recom"
"344","pretentious","critical","incomplete","more","critical","convenient","problematic","recommended","not_recom"
"345","great_pret","critical","completed","3","critical","convenient","slightly_prob","priority","spec_prior"
"346","pretentious","critical","completed","1","critical","inconv","slightly_prob","priority","spec_prior"
"347","pretentious","proper","incomplete","3","critical","convenient","slightly_prob","priority","not_recom"
"348","great_pret","improper","completed","3","critical","inconv","problematic","recommended","not_recom"
"349","great_pret","improper","completed","2","critical","inconv","slightly_prob","priority","not_recom"
"350","pretentious","critical","foster","1","critical","convenient","nonprob","priority","not_recom"
"351","pretentious","critical","completed","more","critical","convenient","nonprob","not_recom","not_recom"
"352","pretentious","critical","completed","1","critical","inconv","slightly_prob","priority","priority"
"353","pretentious","very_crit","incomplete","2","critical","inconv","problematic","priority","not_recom"
"354","pretentious","critical","completed","1","critical","convenient","slightly_prob","not_recom","not_recom"
